frame_id,fps,cps
10,13.375839073995568,1.1121699698364131
14,12.950526646118297,3.210405040834555
18,13.47426407474863,3.2750112989596083
22,13.61499842388848,3.5897665736292
27,15.696958042483498,2.3788814626837578
30,19.136341684704824,3.8391792829471627
39,23.45727154589258,5.705913704309658
39,23.767248665950984,21.883806659744064
43,16.964304253335538,4.343880219394942
47,25.646489664000445,12.488508698724255
51,15.381699722595089,4.950715429915987
55,15.693383180118092,3.2621209821173904
55,13.438217727080698,20.699252631919094
55,20.704490156712755,22.301022140603898
59,13.434178153630862,3.4715365335576496
67,21.432882042060307,2.7198864527417532
75,18.623417332098242,1.7351592136283476
80,13.273536759503934,2.1556841332341916
84,11.971552048351262,3.203525846637672
88,11.332402203725804,2.9288858748387416
88,11.716663426583318,18.407773941782235
92,10.572987069107889,2.89392679997369
96,11.244613535026255,2.868241369639368
96,10.626060833286836,18.50474276411972
117,35.02722788843287,2.1377881509605423
