frame_id,resolution,Frame Size(Byte),GOP,current_srv_fps,processing_time,bitrate
1,(1280, 720),2764800,3,29.30864138945991,0.014954719999877852,2800
2,(1280, 720),2764800,3,24.99999937502936,0.013015885999720922,2800
3,(1280, 720),2764800,3,33.76118318047965,0.010887849000027927,2800
4,(1280, 720),2764800,3,29.56323017696543,0.013015039000038087,2800
5,(1280, 720),2764800,3,26.126079758181703,0.016531308999674366,2800
6,(1280, 720),2764800,3,17.430682229319814,0.019859134000398626,2800
7,(1280, 720),2764800,3,14.362825629211029,0.029520938999667123,2800
8,(1280, 720),2764800,3,14.793926229237968,0.022804619999988063,3080.0
9,(1280, 720),2764800,3,16.535937130539274,0.023743264000131603,3080.0
10,(1280, 720),2764800,3,15.817735398557234,0.022818713000106072,3080.0
11,(1280, 720),2764800,3,14.652287517311985,0.02688228299984985,3080.0
12,(1280, 720),2764800,3,17.515098014514113,0.02165540299984059,3080.0
13,(1280, 720),2764800,3,16.41656198644452,0.03137686699983533,3080.0
14,(1280, 720),2764800,3,17.541030004061334,0.026399255999876914,3080.0
15,(1280, 720),2764800,3,16.952900282716655,0.029900952999923902,3080.0
16,(1280, 720),2764800,3,19.043937219678032,0.0271758310000223,3080.0
17,(1280, 720),2764800,3,18.991019298939378,0.022022006000042893,3080.0
18,(1280, 720),2764800,3,16.438765106759266,0.026844730999982858,3080.0
19,(1280, 720),2764800,3,16.665112644942184,0.03341150400001425,3080.0
20,(1280, 720),2764800,3,19.1712752336235,0.020418307999989338,3080.0
21,(1280, 720),2764800,3,17.660959245026188,0.025352061999910802,3080.0
22,(1280, 720),2764800,3,19.361331625907056,0.01712071800011472,3080.0
23,(1280, 720),2764800,3,14.271021657360404,0.03104483099969002,3080.0
24,(1280, 720),2764800,3,16.808131464651897,0.029544238000198675,3080.0
25,(1280, 720),2764800,3,18.86887509241323,0.028212665999944875,3080.0
26,(1280, 720),2764800,3,18.13166336368332,0.020655580000038753,3080.0
27,(1280, 720),2764800,3,15.293975520985823,0.028959199999917473,2156.0
27,(1280, 720),2764800,3,18.655032940416,0.02066496699990239,1509.2
28,(1280, 720),2764800,3,15.419518056826751,0.0300924089997352,1509.2
29,(1280, 720),2764800,3,17.24114090693761,0.023490090999985114,1509.2
30,(1280, 720),2764800,3,15.122621092614287,0.03168101700020998,1509.2
31,(1280, 720),2764800,3,18.50726952593474,0.022351907000029314,1509.2
31,(1280, 720),2764800,3,15.664534347592936,0.02657093400011945,1509.2
32,(1280, 720),2764800,3,15.383129847583586,0.028888285999983054,1509.2
33,(1280, 720),2764800,3,18.182800383675524,0.025975159000154235,1509.2
34,(1280, 720),2764800,3,14.704779062036296,0.030675801999677788,1509.2
35,(1280, 720),2764800,3,17.99329782034534,0.024066706000212434,1509.2
35,(1280, 720),2764800,3,16.21813653131518,0.01868731000013213,1509.2
36,(1280, 720),2764800,3,16.1244700733426,0.024260255999706715,1509.2
37,(1280, 720),2764800,3,17.62414473990641,0.025978836999911437,1509.2
38,(1280, 720),2764800,3,17.964164366266598,0.022383741000339796,1509.2
39,(1280, 720),2764800,3,15.443580161687237,0.026810333999947034,1509.2
40,(1280, 720),2764800,3,18.488234448091575,0.025010562999796093,1509.2
41,(1280, 720),2764800,3,16.807789348050317,0.024103183000079298,1509.2
42,(1280, 720),2764800,3,15.87280045651381,0.02807095299976936,1509.2
42,(1280, 720),2764800,3,18.18126282679514,0.025919472000168753,1509.2
43,(1280, 720),2764800,3,19.46733857541814,0.022376855999937106,1509.2
44,(1280, 720),2764800,3,17.04423801297906,0.020775206000053004,1509.2
45,(1280, 720),2764800,3,16.50306245677821,0.025208532999840827,1509.2
45,(1280, 720),2764800,3,15.23067195368429,0.023624917999768513,1509.2
45,(1280, 720),2764800,3,17.628400509562052,0.02208002299994405,1509.2
46,(1280, 720),2764800,3,14.710461633141268,0.028164027000002534,1509.2
47,(1280, 720),2764800,3,16.546244752012942,0.028040443000008963,1509.2
48,(1280, 720),2764800,3,18.300701200440713,0.02095988400014903,1509.2
49,(1280, 720),2764800,3,16.221172178912628,0.024608483000065462,1509.2
50,(1280, 720),2764800,3,18.796773421027066,0.02013506999992387,1509.2
50,(1280, 720),2764800,3,14.809615433075436,0.024691625000286876,1509.2
50,(1280, 720),2764800,3,16.48933839786674,0.02086647099986294,1509.2
51,(1280, 720),2764800,3,18.030175229123092,0.020701810999980808,1509.2
52,(1280, 720),2764800,3,17.70226510747607,0.02175361099989459,1509.2
53,(1280, 720),2764800,3,15.804101961025959,0.023110537999855296,1509.2
54,(1280, 720),2764800,3,16.874763152168978,0.02067405299976599,1509.2
55,(1280, 720),2764800,3,15.099316585249207,0.027727206000236038,1509.2
55,(1280, 720),2764800,3,17.15652344124241,0.024457017999793607,1509.2
55,(1280, 720),2764800,3,19.11180047789954,0.022053340000184107,1509.2
56,(1280, 720),2764800,3,16.42876311713348,0.020369594999920082,1509.2
57,(1280, 720),2764800,3,16.879869546866228,0.018822605999957887,1509.2
58,(1280, 720),2764800,3,16.623083159097266,0.01778767899986633,1509.2
59,(1280, 720),2764800,3,15.804752887444778,0.023595604000092862,1509.2
60,(1280, 720),2764800,3,16.240691464997013,0.020445088000087708,1509.2
60,(1280, 720),2764800,3,15.01586050261029,0.029928846000075282,1509.2
