frame_id,frame_timestamp,cmd_timestamp
11,2400.649514457,2400.735660443
15,2400.97041095,2401.041553237
19,2401.256441246,2401.326940487
24,2401.624742478,2401.702541173
27,2401.895980288,2401.978183371
31,2402.278167367,2402.360954622
35,2402.665657024,2402.752269867
39,2403.056213916,2403.141040831
44,2403.519273,2403.598574509
48,2403.843595445,2403.924462219
48,2403.929232806,2403.982535485
52,2404.218296398,2404.294635068
60,2404.874743907,2404.9481473
64,2405.172285116,2405.240076131
73,2405.619327659,2405.701813387
77,2405.986103727,2406.070409712
81,2406.316840254,2406.391737855
85,2406.675091599,2406.749221529
89,2407.016888228,2407.086223106
93,2407.308288183,2407.370164512
97,2407.612306914,2407.650397194
110,2407.845423361,2407.877814726
114,2408.009676106,2408.047328345
118,2408.193427497,2408.230694026
