Video,Frame,PSNR,SSIM,MSE,RMSE,MAE,NRMSE,Correlation,GMS,Edge_Similarity,LPIPS,VMAF
4Mbit_Loss0_Fortnite,0,18.605192,0.915666,896.522360,29.941983,7.267071,0.493549,0.713533,0.623257,0.450463,0.203815,82.787259
4Mbit_Loss0_Fortnite,1,18.526809,0.894725,912.850127,30.213410,8.078735,0.492995,0.710932,0.608039,0.407076,0.236860,74.706566
4Mbit_Loss0_Fortnite,2,18.594458,0.888736,898.740924,29.979008,8.197194,0.482275,0.721972,0.606752,0.397236,0.252589,29.226263
4Mbit_Loss0_Fortnite,3,18.564222,0.885666,905.019963,30.083550,8.298505,0.489898,0.706985,0.606041,0.381156,0.268574,35.209221
4Mbit_Loss0_Fortnite,4,18.592772,0.886874,899.089919,29.984828,8.209425,0.471341,0.730425,0.613036,0.396627,0.258636,26.811604
4Mbit_Loss0_Fortnite,5,18.601386,0.884347,897.308543,29.955109,8.331154,0.467619,0.729498,0.613498,0.396291,0.265234,26.028075
4Mbit_Loss0_Fortnite,6,18.584754,0.883566,900.751423,30.012521,8.210323,0.480097,0.710137,0.606215,0.387361,0.266849,21.709610
4Mbit_Loss0_Fortnite,7,18.599204,0.880902,897.759307,29.962632,8.314082,0.462349,0.724005,0.595241,0.385966,0.274773,27.353608
4Mbit_Loss0_Fortnite,8,18.567744,0.879088,904.286236,30.071352,8.409460,0.374866,0.733961,0.548121,0.375081,0.315748,25.732302
4Mbit_Loss0_Fortnite,9,18.621572,0.878063,893.147507,29.885574,8.590647,0.381851,0.701669,0.553978,0.372127,0.304246,29.697496
4Mbit_Loss0_Fortnite,10,18.660492,0.908294,885.179089,29.751959,8.134692,0.415827,0.753108,0.557782,0.393250,0.208307,31.234558
4Mbit_Loss0_Fortnite,11,18.697678,0.906293,877.632307,29.624860,8.407571,0.411131,0.744366,0.553313,0.394157,0.237758,26.764679
4Mbit_Loss0_Fortnite,12,18.720885,0.909265,872.955047,29.545813,8.257275,0.409969,0.730937,0.554630,0.396394,0.237580,36.814294
4Mbit_Loss0_Fortnite,13,18.854013,0.905833,846.601524,29.096418,8.122022,0.412511,0.711209,0.539319,0.377966,0.271114,30.546057
4Mbit_Loss0_Fortnite,14,18.882190,0.909716,841.126621,29.002183,8.162555,0.395050,0.705424,0.541919,0.394676,0.279411,36.953561
4Mbit_Loss0_Fortnite,15,18.853920,0.905981,846.619657,29.096729,8.000372,0.410501,0.710962,0.522700,0.385929,0.280858,43.968346
4Mbit_Loss0_Fortnite,16,18.978508,0.908422,822.677445,28.682354,7.840022,0.404742,0.717765,0.530950,0.393333,0.272609,40.663138
4Mbit_Loss0_Fortnite,17,19.023545,0.910298,814.190269,28.534019,7.741696,0.402657,0.723719,0.528575,0.404748,0.278108,41.528378
4Mbit_Loss0_Fortnite,18,19.082061,0.909646,803.293427,28.342432,7.676672,0.399010,0.735664,0.549210,0.412317,0.271120,38.406427
4Mbit_Loss0_Fortnite,19,19.028302,0.905208,813.298812,28.518394,7.795300,0.401047,0.747376,0.530403,0.389424,0.278833,37.634880
4Mbit_Loss0_Fortnite,20,19.093968,0.901039,801.094108,28.303606,7.850685,0.393513,0.770669,0.541817,0.379427,0.285017,32.433853
4Mbit_Loss0_Fortnite,21,18.983369,0.895370,821.757166,28.666307,8.170486,0.391554,0.783210,0.533595,0.373963,0.286421,30.635154
4Mbit_Loss0_Fortnite,22,18.988699,0.891368,820.749159,28.648720,8.344315,0.389676,0.790509,0.550449,0.377020,0.287710,26.337102
4Mbit_Loss0_Fortnite,23,19.050484,0.887835,809.155466,28.445658,8.451761,0.387662,0.795654,0.539182,0.371068,0.283244,25.454948
4Mbit_Loss0_Fortnite,24,18.971184,0.876626,824.065919,28.706548,8.922632,0.382878,0.796604,0.536953,0.342755,0.292968,27.558990
4Mbit_Loss0_Fortnite,25,18.937440,0.870658,830.493803,28.818289,9.112770,0.378271,0.800841,0.530879,0.323306,0.302550,27.671698
4Mbit_Loss0_Fortnite,26,18.781068,0.867759,860.941259,29.341801,9.210701,0.379162,0.803049,0.542588,0.314836,0.298309,26.290153
4Mbit_Loss0_Fortnite,27,18.749508,0.872178,867.220619,29.448610,9.096472,0.382074,0.800800,0.536089,0.320999,0.295589,22.962148
4Mbit_Loss0_Fortnite,28,18.833970,0.867552,850.517612,29.163635,9.166359,0.373567,0.812359,0.533327,0.308830,0.293593,21.746620
4Mbit_Loss0_Fortnite,29,18.642150,0.867074,888.925521,29.814854,9.292074,0.382435,0.804567,0.530353,0.311992,0.295858,17.842042
4Mbit_Loss0_Fortnite,30,18.719930,0.870874,873.146935,29.549060,9.071303,0.379599,0.808397,0.543842,0.323747,0.286043,20.145759
4Mbit_Loss0_Fortnite,31,18.688988,0.873091,879.390132,29.654513,9.034447,0.380219,0.810295,0.539004,0.318607,0.288109,13.222602
4Mbit_Loss0_Fortnite,32,18.537869,0.867418,910.528389,30.174963,9.374176,0.381315,0.810013,0.539426,0.314068,0.298762,14.270597
4Mbit_Loss0_Fortnite,33,18.542515,0.870987,909.554833,30.158827,9.229966,0.379345,0.809572,0.539262,0.320793,0.294423,16.712588
4Mbit_Loss0_Fortnite,34,18.445364,0.871562,930.130678,30.498044,9.295971,0.383766,0.803935,0.555673,0.316598,0.284853,21.248085
4Mbit_Loss0_Fortnite,35,18.457567,0.872489,927.520851,30.455227,9.215543,0.380955,0.807565,0.545043,0.306017,0.294578,19.308948
4Mbit_Loss0_Fortnite,36,18.484157,0.873303,921.859274,30.362136,9.128157,0.376647,0.812558,0.554768,0.305574,0.289368,22.922533
