Video,Frame,PSNR,SSIM,MSE,RMSE,MAE,NRMSE,Correlation,GMS,Edge_Similarity,LPIPS,VMAF
4Mbit_Loss0_Fortnite,37,18.598533,0.875300,897.898079,29.964948,8.986254,0.366272,0.820258,0.555061,0.299802,0.289341,26.044387
4Mbit_Loss0_Fortnite,38,18.405628,0.872704,938.680022,30.637885,9.248592,0.366942,0.815865,0.554265,0.300909,0.289632,29.750174
4Mbit_Loss0_Fortnite,39,18.608924,0.876008,895.752459,29.929124,8.995142,0.349511,0.827197,0.547245,0.296119,0.282102,31.336188
4Mbit_Loss0_Fortnite,40,18.481979,0.875209,922.321712,30.369750,9.262591,0.346877,0.830675,0.539653,0.311470,0.281718,33.068111
4Mbit_Loss0_Fortnite,41,18.666465,0.871552,883.962460,29.731506,9.190789,0.333466,0.846941,0.536577,0.308418,0.293004,30.922621
4Mbit_Loss0_Fortnite,42,18.592817,0.871007,899.080576,29.984672,9.243452,0.333404,0.847767,0.544846,0.307714,0.291010,29.807453
4Mbit_Loss0_Fortnite,43,18.701796,0.874674,876.800438,29.610816,9.070878,0.327849,0.852219,0.536788,0.312431,0.292032,29.605196
4Mbit_Loss0_Fortnite,44,18.607594,0.873489,896.026643,29.933704,9.200828,0.332379,0.846518,0.539530,0.310584,0.288931,25.053986
4Mbit_Loss0_Fortnite,45,18.627158,0.874167,891.999428,29.866359,9.215086,0.332766,0.844445,0.539380,0.318526,0.291166,25.133227
4Mbit_Loss0_Fortnite,46,18.634080,0.872625,890.578841,29.842568,9.251994,0.332838,0.843010,0.548524,0.315391,0.286057,28.515633
4Mbit_Loss0_Fortnite,47,18.675127,0.876818,882.201153,29.701871,9.136194,0.330560,0.842991,0.549170,0.320288,0.285387,30.948261
4Mbit_Loss0_Fortnite,48,18.631974,0.876048,891.010802,29.849804,9.202428,0.329966,0.842232,0.554327,0.326944,0.282310,26.008264
4Mbit_Loss0_Fortnite,49,18.718515,0.871737,873.431591,29.553876,9.307944,0.324207,0.845204,0.549429,0.312977,0.293407,24.921283
4Mbit_Loss0_Fortnite,50,18.787271,0.869102,859.712459,29.320854,9.285452,0.319244,0.846823,0.559476,0.311204,0.286931,25.631809
4Mbit_Loss0_Fortnite,51,18.949235,0.868101,828.241320,28.779182,9.242866,0.310516,0.851704,0.553310,0.305477,0.300198,30.233057
4Mbit_Loss0_Fortnite,52,18.971716,0.866052,823.964955,28.704790,9.296539,0.306749,0.853213,0.555607,0.300794,0.299120,28.897768
4Mbit_Loss0_Fortnite,53,19.049727,0.868805,809.296538,28.448138,9.190308,0.301230,0.856180,0.557437,0.298761,0.298246,26.546388
4Mbit_Loss0_Fortnite,54,19.214580,0.868836,779.152374,27.913301,9.063273,0.292962,0.861638,0.565754,0.299998,0.286854,28.387975
4Mbit_Loss0_Fortnite,55,19.236695,0.867976,775.194791,27.842320,9.013524,0.289954,0.862209,0.562707,0.303869,0.295591,32.278758
4Mbit_Loss0_Fortnite,56,19.226612,0.863017,776.996653,27.874660,9.037244,0.288961,0.862584,0.563920,0.292385,0.293294,26.093845
4Mbit_Loss0_Fortnite,57,19.198859,0.867870,781.977869,27.963867,8.907594,0.291101,0.862556,0.564043,0.300801,0.288244,22.540587
4Mbit_Loss0_Fortnite,58,19.209747,0.866060,780.019888,27.928836,8.901607,0.291135,0.864150,0.567542,0.296800,0.284193,26.852352
4Mbit_Loss0_Fortnite,59,19.122828,0.868930,795.788249,28.209719,8.905586,0.293475,0.862405,0.565847,0.302532,0.288603,34.548421
4Mbit_Loss0_Fortnite,60,19.195717,0.869909,782.543732,27.973983,8.827349,0.291098,0.865464,0.567613,0.306132,0.284672,30.255374
4Mbit_Loss0_Fortnite,61,19.156860,0.870981,789.576767,28.099409,8.850469,0.292300,0.865228,0.569799,0.306247,0.286125,28.384384
4Mbit_Loss0_Fortnite,62,19.196176,0.870742,782.461148,27.972507,8.831760,0.291052,0.867630,0.573976,0.312450,0.278260,26.821937
4Mbit_Loss0_Fortnite,63,19.141606,0.872315,792.354925,28.148800,8.927160,0.294079,0.869419,0.565193,0.314651,0.282450,22.650401
4Mbit_Loss0_Fortnite,64,19.376489,0.867814,750.639599,27.397803,8.857388,0.288815,0.877092,0.563830,0.304110,0.280246,25.862551
4Mbit_Loss0_Fortnite,65,19.252604,0.872901,772.360294,27.791371,8.832536,0.294035,0.873328,0.567275,0.312538,0.273414,44.773053
4Mbit_Loss0_Fortnite,66,19.411858,0.873554,744.551214,27.286466,8.683432,0.290425,0.876143,0.564938,0.310147,0.274621,42.970572
4Mbit_Loss0_Fortnite,67,19.362421,0.877729,753.075047,27.442213,8.604429,0.293179,0.874085,0.569796,0.323635,0.263005,46.253321
4Mbit_Loss0_Fortnite,68,19.428790,0.877885,741.654085,27.233327,8.537992,0.291489,0.874927,0.569041,0.324955,0.266227,50.002277
4Mbit_Loss0_Fortnite,69,19.389796,0.878545,748.343055,27.355860,8.536248,0.293219,0.873889,0.570206,0.326834,0.261363,51.226951
4Mbit_Loss0_Fortnite,70,19.297447,0.878652,764.426392,27.648262,8.580341,0.296638,0.871126,0.571241,0.325736,0.261934,52.162908
4Mbit_Loss0_Fortnite,71,19.296418,0.885372,764.607465,27.651536,8.443052,0.297043,0.870748,0.576177,0.338242,0.258729,53.449721
4Mbit_Loss0_Fortnite,72,19.289208,0.883440,765.877920,27.674499,8.422753,0.298730,0.870531,0.577096,0.333415,0.256149,55.042765
4Mbit_Loss0_Fortnite,73,19.271792,0.886516,768.955390,27.730045,8.390825,0.300008,0.869700,0.584769,0.337882,0.249169,46.956007
4Mbit_Loss0_Fortnite,74,19.444295,0.883017,739.010956,27.184756,8.321463,0.294924,0.874709,0.586971,0.337301,0.240048,40.325210
4Mbit_Loss0_Fortnite,75,19.265010,0.882426,770.157244,27.751707,8.463371,0.301508,0.870033,0.585764,0.336388,0.250619,33.701918
4Mbit_Loss0_Fortnite,76,19.294931,0.881610,764.869385,27.656272,8.464759,0.301006,0.871893,0.585837,0.333788,0.249722,32.275008
4Mbit_Loss0_Fortnite,77,19.309027,0.881543,762.390801,27.611425,8.478559,0.301193,0.874694,0.583819,0.337783,0.258399,31.204430
4Mbit_Loss0_Fortnite,78,19.398694,0.882557,746.811438,27.327851,8.473395,0.299869,0.879542,0.589346,0.341408,0.252547,29.994705
4Mbit_Loss0_Fortnite,79,19.559652,0.881899,719.639750,26.826102,8.513597,0.296503,0.885779,0.574036,0.338263,0.262371,26.938308
4Mbit_Loss0_Fortnite,80,19.576030,0.882954,716.930942,26.775566,8.548889,0.298485,0.888118,0.570727,0.339954,0.262759,29.489572
4Mbit_Loss0_Fortnite,81,19.482249,0.889353,732.580657,27.066227,8.447473,0.307902,0.889345,0.575269,0.343101,0.258095,28.451129
4Mbit_Loss0_Fortnite,82,19.077907,0.885123,804.062172,28.355990,8.666956,0.331054,0.877508,0.583084,0.332071,0.263236,27.034250
4Mbit_Loss0_Fortnite,83,18.442038,0.885016,930.843347,30.509725,8.814640,0.366277,0.853954,0.576545,0.326782,0.266373,22.848372
4Mbit_Loss0_Fortnite,84,18.242675,0.885212,974.569528,31.218096,8.724425,0.395673,0.836809,0.581980,0.321800,0.275136,24.598711
4Mbit_Loss0_Fortnite,85,18.341383,0.888701,952.669142,30.865339,8.477772,0.421714,0.819536,0.561382,0.324206,0.271146,28.420374
4Mbit_Loss0_Fortnite,86,18.420997,0.880967,935.363957,30.583720,8.702753,0.437182,0.808290,0.549448,0.318495,0.282347,32.585297
4Mbit_Loss0_Fortnite,87,18.666260,0.881620,884.004357,29.732211,8.521953,0.434785,0.806007,0.543182,0.326139,0.286616,27.652428
4Mbit_Loss0_Fortnite,88,18.960411,0.883623,826.112537,28.742173,8.424071,0.422700,0.816588,0.552304,0.332081,0.282299,22.646345
4Mbit_Loss0_Fortnite,89,19.185426,0.882170,784.400259,28.007147,8.393072,0.409799,0.828095,0.539237,0.329006,0.290689,21.095422
4Mbit_Loss0_Fortnite,90,19.371224,0.882397,751.550071,27.414414,8.302720,0.400913,0.835467,0.540173,0.328728,0.285194,22.401627
4Mbit_Loss0_Fortnite,91,19.382138,0.884748,749.663778,27.379989,8.227030,0.404155,0.830255,0.534285,0.323256,0.289583,23.888530
4Mbit_Loss0_Fortnite,92,19.357955,0.885317,753.849851,27.456326,8.180219,0.408375,0.830924,0.545471,0.328091,0.279502,27.012151
4Mbit_Loss0_Fortnite,93,19.802179,0.891895,680.553719,26.087425,7.916805,0.387416,0.849987,0.539068,0.337791,0.275942,27.865088
4Mbit_Loss0_Fortnite,94,19.943825,0.892390,658.715534,25.665454,7.849736,0.383534,0.856638,0.544500,0.344235,0.268481,30.647151
4Mbit_Loss0_Fortnite,95,19.836363,0.893848,675.218014,25.984957,7.843913,0.397420,0.849885,0.545889,0.337879,0.270599,26.807300
4Mbit_Loss0_Fortnite,96,19.602521,0.895550,712.571125,26.694028,7.839600,0.417903,0.836134,0.563501,0.356307,0.265438,28.557871
4Mbit_Loss0_Fortnite,97,19.267433,0.900410,769.727598,27.743965,7.750608,0.440707,0.822678,0.555129,0.362540,0.267739,30.818694
4Mbit_Loss0_Fortnite,98,19.714179,0.899980,694.484305,26.353070,7.526029,0.421705,0.840952,0.546983,0.357758,0.279071,28.319103
