Video,Frame,PSNR,SSIM,MSE,RMSE,MAE,NRMSE,Correlation,GMS,Edge_Similarity,LPIPS,VMAF
4Mbit_Loss0_Forza,0,9.801983,0.184437,6805.845563,82.497549,67.016277,0.945472,-0.098439,0.256603,0.025705,0.811948,3.001791
4Mbit_Loss0_Forza,1,9.830049,0.184976,6762.003862,82.231404,66.735416,0.944881,-0.095332,0.252710,0.026566,0.813879,2.853727
4Mbit_Loss0_Forza,2,9.831361,0.184103,6759.961487,82.218985,66.713730,0.944912,-0.092514,0.252828,0.026515,0.814020,2.891500
4Mbit_Loss0_Forza,3,9.818320,0.184297,6780.290836,82.342521,66.839653,0.943990,-0.094332,0.253335,0.026554,0.815403,4.749629
4Mbit_Loss0_Forza,4,9.820616,0.182955,6776.707989,82.320763,66.856703,0.944204,-0.093042,0.255669,0.026433,0.812372,3.804134
4Mbit_Loss0_Forza,5,9.797002,0.181962,6813.654921,82.544866,67.141989,0.947411,-0.098790,0.256749,0.027580,0.817390,5.274827
4Mbit_Loss0_Forza,6,8.491314,0.177648,9203.414695,95.934429,79.971996,0.887522,-0.123624,0.255632,0.025889,0.839039,6.230656
4Mbit_Loss0_Forza,7,5.282290,0.156924,19268.655364,138.811582,121.372358,0.850620,-0.135871,0.262351,0.028794,0.889336,14.515881
4Mbit_Loss0_Forza,8,4.699390,0.157800,22036.434972,148.446741,129.561909,0.853009,-0.092895,0.266190,0.028420,0.891295,16.703672
4Mbit_Loss0_Forza,9,4.737798,0.154698,21842.411452,147.791784,128.925898,0.855895,-0.087417,0.267356,0.028135,0.899315,10.983844
4Mbit_Loss0_Forza,10,4.972472,0.149103,20693.463388,143.852228,124.851175,0.859587,-0.087250,0.260945,0.026738,0.901257,10.540332
4Mbit_Loss0_Forza,11,5.472496,0.150236,18442.963911,135.804874,116.759976,0.859741,-0.081748,0.257542,0.026533,0.906019,11.711594
4Mbit_Loss0_Forza,12,6.076075,0.148023,16049.919912,126.688279,107.713489,0.865255,-0.081036,0.252660,0.024195,0.896302,10.508332
4Mbit_Loss0_Forza,13,6.884877,0.154233,13322.712656,115.424056,97.056382,0.871439,-0.075169,0.253399,0.024828,0.891076,11.223081
4Mbit_Loss0_Forza,14,7.755616,0.155767,10902.317104,104.414161,86.702778,0.888060,-0.068700,0.253727,0.025314,0.872327,9.772276
4Mbit_Loss0_Forza,15,8.543668,0.160800,9093.133978,95.357926,78.473243,0.909520,-0.059920,0.256350,0.027366,0.863625,9.322227
4Mbit_Loss0_Forza,16,8.948003,0.160048,8284.762556,91.020671,74.585695,0.923886,-0.053466,0.255012,0.026470,0.852666,5.027894
4Mbit_Loss0_Forza,17,9.078525,0.160617,8039.478535,89.663139,73.576498,0.929326,-0.057068,0.254846,0.027156,0.852919,3.521611
4Mbit_Loss0_Forza,18,9.223877,0.160138,7774.861547,88.175175,72.388929,0.934655,-0.058744,0.252245,0.026473,0.846950,4.467783
4Mbit_Loss0_Forza,19,9.358862,0.162149,7536.924463,86.815462,71.346493,0.940264,-0.063344,0.253577,0.026967,0.848674,2.796027
4Mbit_Loss0_Forza,20,9.487479,0.162383,7316.990047,85.539406,70.265509,0.946391,-0.064573,0.253427,0.027291,0.847125,2.586811
4Mbit_Loss0_Forza,21,9.596493,0.162641,7135.609076,84.472534,69.325700,0.952970,-0.067380,0.252962,0.027444,0.842900,2.194175
4Mbit_Loss0_Forza,22,9.703502,0.161667,6961.938103,83.438229,68.309602,0.960608,-0.069335,0.250221,0.026277,0.836342,1.901728
4Mbit_Loss0_Forza,23,9.785853,0.160014,6831.169837,82.650891,67.554118,0.968908,-0.072325,0.252647,0.026495,0.841891,1.981494
4Mbit_Loss0_Forza,24,9.823679,0.153506,6771.930142,82.291738,67.100186,0.979962,-0.076073,0.245739,0.026399,0.844918,1.888320
4Mbit_Loss0_Forza,25,9.815396,0.151283,6784.857294,82.370245,67.100979,0.982822,-0.079598,0.243897,0.026330,0.850693,1.991083
4Mbit_Loss0_Forza,26,9.865284,0.149847,6707.365094,81.898505,66.630499,0.984391,-0.076631,0.242311,0.025419,0.847316,1.078249
4Mbit_Loss0_Forza,27,9.908763,0.148449,6640.550635,81.489574,66.212872,0.986567,-0.074346,0.240106,0.024967,0.847055,1.098386
4Mbit_Loss0_Forza,28,9.940541,0.146191,6592.137447,81.191979,65.871428,0.988964,-0.073750,0.238254,0.023859,0.846508,1.353816
