Video,Frame,PSNR,SSIM,MSE,RMSE,MAE,NRMSE,Correlation,GMS,Edge_Similarity,LPIPS,VMAF
4Mbit_Loss10_Kombat,13,8.624352,0.302647,8925.759743,94.476239,81.770752,0.713285,0.355745,0.462078,0.109643,0.755698,15.282093
4Mbit_Loss10_Kombat,14,9.651135,0.303222,7046.393676,83.942800,70.644372,0.713948,0.344494,0.450827,0.110802,0.710539,17.445239
4Mbit_Loss10_Kombat,15,10.876173,0.303715,5314.507728,72.900670,59.578225,0.695323,0.346733,0.476747,0.096540,0.696879,14.119731
4Mbit_Loss10_Kombat,16,11.352876,0.304978,4762.037477,69.007518,55.551806,0.700446,0.318947,0.484496,0.105908,0.687348,12.592369
4Mbit_Loss10_Kombat,17,11.457841,0.313255,4648.323087,68.178612,54.899968,0.706647,0.301897,0.497082,0.116303,0.684998,11.565794
4Mbit_Loss10_Kombat,18,11.549725,0.310505,4551.010246,67.461176,54.177783,0.715087,0.271621,0.501137,0.121217,0.664891,11.725995
4Mbit_Loss10_Kombat,19,11.622988,0.313025,4474.881263,66.894553,53.702596,0.724508,0.243313,0.506785,0.125033,0.674334,12.218345
4Mbit_Loss10_Kombat,20,11.716992,0.312586,4379.063131,66.174490,52.997462,0.732141,0.224936,0.509505,0.130055,0.672495,12.132507
4Mbit_Loss10_Kombat,21,11.802542,0.310940,4293.645178,65.525912,52.463972,0.739225,0.212467,0.516931,0.131937,0.662324,11.557274
4Mbit_Loss10_Kombat,22,11.885148,0.308369,4212.749207,64.905695,51.824432,0.747247,0.205652,0.519430,0.137756,0.648916,10.093291
4Mbit_Loss10_Kombat,23,11.997994,0.309294,4104.695776,64.067900,51.041358,0.751062,0.209569,0.518675,0.138567,0.657530,8.651861
4Mbit_Loss10_Kombat,24,12.158176,0.301612,3956.059350,62.897213,49.848936,0.749004,0.209412,0.526252,0.121934,0.640208,6.632257
4Mbit_Loss10_Kombat,25,12.155102,0.290220,3958.860249,62.919474,49.784608,0.750740,0.202440,0.527944,0.117375,0.645800,5.502936
4Mbit_Loss10_Kombat,26,12.194680,0.287368,3922.945841,62.633424,49.428909,0.752831,0.201662,0.531364,0.120963,0.636875,6.255742
4Mbit_Loss10_Kombat,27,12.240486,0.282010,3881.787319,62.303991,49.006845,0.754294,0.199092,0.530428,0.120715,0.636128,4.705488
4Mbit_Loss10_Kombat,28,12.290054,0.278260,3837.734846,61.949454,48.666307,0.754579,0.195706,0.531367,0.124659,0.636748,1.724001
4Mbit_Loss10_Kombat,29,12.263945,0.277496,3860.876330,62.135950,48.654000,0.759265,0.186017,0.533812,0.126078,0.637072,0.000000
4Mbit_Loss10_Kombat,30,12.297456,0.280318,3831.199042,61.896680,48.640529,0.758346,0.187517,0.538269,0.129979,0.645050,0.000000
4Mbit_Loss10_Kombat,31,12.406091,0.288416,3736.554373,61.127362,48.083699,0.752934,0.194896,0.543737,0.134874,0.646358,2.261012
4Mbit_Loss10_Kombat,32,12.402842,0.261349,3739.350525,61.150229,48.179441,0.754401,0.180824,0.547045,0.118903,0.634851,3.361137
4Mbit_Loss10_Kombat,33,12.410281,0.264449,3732.950706,61.097878,48.147575,0.753675,0.182066,0.551729,0.122792,0.631350,5.228734
4Mbit_Loss10_Kombat,34,12.377012,0.266515,3761.656508,61.332345,48.511767,0.751754,0.180334,0.555043,0.124616,0.642655,6.512373
4Mbit_Loss10_Kombat,35,12.389336,0.265765,3750.997110,61.245384,48.447107,0.749659,0.178826,0.556140,0.125239,0.641723,6.614539
4Mbit_Loss10_Kombat,36,12.344835,0.266078,3789.630026,61.559971,48.569152,0.751680,0.177603,0.556074,0.127388,0.639305,6.685312
4Mbit_Loss10_Kombat,37,12.348111,0.272336,3786.772834,61.536760,48.497361,0.749487,0.182230,0.565117,0.134697,0.633656,6.322832
4Mbit_Loss10_Kombat,38,12.297933,0.274570,3830.778767,61.893285,48.863111,0.749871,0.180111,0.567686,0.136785,0.638111,5.907954
4Mbit_Loss10_Kombat,39,12.313252,0.272142,3817.290177,61.784223,48.878284,0.746702,0.183338,0.567577,0.136106,0.637176,6.596123
4Mbit_Loss10_Kombat,40,12.323731,0.272529,3808.090306,61.709726,48.891431,0.744399,0.189168,0.568609,0.136229,0.636710,6.162978
4Mbit_Loss10_Kombat,41,12.321254,0.273574,3810.263499,61.727332,48.814379,0.745203,0.192307,0.569615,0.139176,0.632490,6.610297
4Mbit_Loss10_Kombat,42,12.331422,0.263819,3801.352699,61.655111,48.898984,0.743327,0.188836,0.573202,0.133554,0.630120,6.751659
4Mbit_Loss10_Kombat,43,12.300489,0.261267,3828.525027,61.875076,49.005682,0.746531,0.179627,0.571868,0.132814,0.636144,7.134704
4Mbit_Loss10_Kombat,44,12.265632,0.259246,3859.376779,62.123883,49.233359,0.749336,0.162296,0.566955,0.132122,0.645778,7.969389
4Mbit_Loss10_Kombat,45,12.312967,0.261007,3817.540618,61.786249,48.959029,0.747605,0.154209,0.570037,0.131146,0.640886,8.395923
4Mbit_Loss10_Kombat,46,12.129362,0.179249,3982.393797,63.106210,49.413340,0.761521,0.055784,0.501228,0.085168,0.731278,17.745201
4Mbit_Loss10_Kombat,47,12.252475,0.193002,3871.086537,62.218056,48.273187,0.749378,0.061005,0.517506,0.091388,0.713862,8.409454
4Mbit_Loss10_Kombat,48,12.255496,0.194185,3868.394620,62.196420,48.185494,0.745234,0.079533,0.515213,0.093708,0.707603,7.667743
4Mbit_Loss10_Kombat,49,12.301032,0.198215,3828.046192,61.871206,47.830044,0.740131,0.094918,0.518800,0.094897,0.700671,8.848232
4Mbit_Loss10_Kombat,50,12.312466,0.202227,3817.980876,61.789812,48.028378,0.735452,0.117143,0.512342,0.089919,0.712602,8.176046
4Mbit_Loss10_Kombat,51,12.339025,0.205870,3794.703449,61.601164,47.890592,0.731669,0.142031,0.515022,0.087893,0.707945,7.749493
4Mbit_Loss10_Kombat,52,12.318653,0.198805,3812.545820,61.745816,48.168160,0.731706,0.142075,0.498862,0.083703,0.730141,7.940711
4Mbit_Loss10_Kombat,53,12.439607,0.206806,3707.828589,60.891942,47.373841,0.721175,0.171544,0.503297,0.082676,0.716795,7.530354
4Mbit_Loss10_Kombat,54,12.355765,0.207139,3780.104649,61.482556,47.808901,0.723672,0.144187,0.504573,0.079148,0.732272,8.782923
4Mbit_Loss10_Kombat,55,12.333811,0.202743,3799.262374,61.638157,47.579256,0.726293,0.136184,0.502295,0.082851,0.727915,10.031640
4Mbit_Loss10_Kombat,56,12.408418,0.209299,3734.552345,61.110984,47.331047,0.720231,0.135400,0.515681,0.081202,0.720052,6.805288
4Mbit_Loss10_Kombat,57,12.447211,0.212053,3701.342114,60.838656,47.120265,0.721236,0.120758,0.521031,0.080651,0.704338,7.022945
4Mbit_Loss10_Kombat,58,12.383386,0.210444,3756.139579,61.287353,47.535563,0.725086,0.105338,0.507673,0.082304,0.727175,16.379513
4Mbit_Loss10_Kombat,59,12.277125,0.202314,3849.176533,62.041732,47.983488,0.736871,0.084448,0.480777,0.082495,0.738733,15.496510
4Mbit_Loss10_Kombat,60,12.305780,0.203541,3823.862965,61.837391,48.013640,0.736495,0.078847,0.475666,0.082460,0.748013,13.478117
4Mbit_Loss10_Kombat,61,12.318605,0.205341,3812.588181,61.746159,48.042174,0.738536,0.068319,0.490969,0.079280,0.735877,7.098746
4Mbit_Loss10_Kombat,62,12.277212,0.205157,3849.100051,62.041116,48.240794,0.742441,0.060080,0.491574,0.078109,0.741044,7.036711
4Mbit_Loss10_Kombat,63,12.307803,0.207993,3822.082180,61.822991,48.016740,0.743184,0.065900,0.492885,0.081345,0.726701,12.011431
4Mbit_Loss10_Kombat,64,12.296315,0.220333,3832.206533,61.904818,48.077580,0.744923,0.059695,0.501293,0.079799,0.732493,12.632768
4Mbit_Loss10_Kombat,65,12.297689,0.225006,3830.993586,61.895021,47.960277,0.742252,0.064408,0.513064,0.078567,0.715832,11.720956
