frame_id,rate_ctl
6,['Rate Rise', 0.1, 3080.0, 'Ack']
22,['Rate Decrease', 0.3, 1509.2, 'Ack']
35,['Rate Decrease', 0.3, 1509.2, 'Ack']
46,['Rate Decrease', 0.3, 1509.2, 'Ack']
58,['Rate Decrease', 0.3, 1509.2, 'Ack']
67,['Rate Decrease', 0.3, 1509.2, 'Ack']
75,['Rate Decrease', 0.3, 1509.2, 'Ack']
84,['Rate Decrease', 0.3, 1509.2, 'Ack']
94,['Rate Decrease', 0.3, 1509.2, 'Ack']
105,['Rate Decrease', 0.3, 1509.2, 'Ack']
116,['Rate Decrease', 0.3, 1509.2, 'Ack']
