frame_id,rate_ctl
7,['Rate Rise', 0.1, 1540.0, 'Ack']
22,['Rate Decrease', 0.3, 754.6, 'Ack']
35,['Rate Decrease', 0.3, 754.6, 'Ack']
45,['Rate Decrease', 0.3, 754.6, 'Ack']
55,['Rate Decrease', 0.3, 754.6, 'Ack']
64,['Rate Decrease', 0.3, 754.6, 'Ack']
72,['Rate Decrease', 0.3, 754.6, 'Ack']
80,['Rate Decrease', 0.3, 754.6, 'Ack']
88,['Rate Decrease', 0.3, 754.6, 'Ack']
97,['Rate Decrease', 0.3, 754.6, 'Ack']
108,['Rate Decrease', 0.3, 754.6, 'Ack']
115,['Rate Decrease', 0.3, 754.6, 'Ack']
