frame_id,fps,cps
9,10.154472991032371,0.7785372035365226
12,8.664019161895235,2.637062413312879
16,8.434672834726268,2.0460428846204657
21,8.283516884059425,1.6331891072197724
24,8.457715886245571,2.787222777666927
29,8.744733090987745,1.4543696968764621
58,8.014419800558825,1.0073110312306954
62,8.158954580756005,1.7466322293201784
66,8.561787509444356,2.1356453203112036
70,8.878062545381814,2.0539516322579714
74,7.896520894765516,2.0872141079168904
78,8.350287757598617,1.7857905453483762
82,8.880197661839604,2.125009863499687
103,11.943281261713643,6.124724914868144
107,13.769194429163083,2.6573343352399137
111,17.396682797020983,4.395053207635609
111,17.3141291015695,26.702450085990446
115,17.911013107620086,4.467726980994894
119,30.200276151262656,3.3710920930935835
