frame_id,fps,cps
11,7.7915363843780066,0.7044335509211573
15,11.299981640907923,2.5895280511067895
19,11.268514352182464,2.72983430451831
24,10.324896832560079,2.08159093763833
27,9.86113869901184,3.2629318267994423
27,10.247685849681105,15.787189693281343
39,16.528579748976174,2.87928288074037
48,13.754245712126947,1.8526976803920951
52,9.698069704924775,2.302688319763297
52,9.307630497864997,16.027717180033726
56,9.758839842586312,2.4260188699430274
60,13.869939661680954,2.070798406618789
64,9.05608998914257,2.3533651033548195
69,10.232323785992548,1.504967237675306
85,10.657630928245023,1.4322540832384683
93,17.711672149600478,1.6963662914596014
97,11.014639149366332,2.6332903990264156
101,11.26986455907966,2.7113282145109157
105,24.212032125961656,5.288811022075384
110,26.185838117586147,4.895297444614177
