frame_id,resolution,Frame Size(Byte),GOP,current_srv_fps,processing_time,bitrate
1,(1280, 720),2764800,3,24.36676860090808,0.01872127100000398,1400
2,(1280, 720),2764800,3,23.02398597418007,0.014583592000008139,1400
3,(1280, 720),2764800,3,28.852621272092087,0.01431172399998104,1400
4,(1280, 720),2764800,3,26.99826803410571,0.01495174000001498,1400
5,(1280, 720),2764800,3,31.14989300489667,0.01277955499995187,1400
6,(1280, 720),2764800,3,28.05612571834812,0.016032085999995616,1400
7,(1280, 720),2764800,3,16.764204721414924,0.02463588199998412,1400
8,(1280, 720),2764800,3,15.408134360856058,0.021212608000041655,1400
9,(1280, 720),2764800,3,15.82641962790014,0.024827509000033388,980.0
10,(1280, 720),2764800,3,16.331504188505324,0.02237795700011702,980.0
11,(1280, 720),2764800,3,13.666774943992287,0.030557348000002094,980.0
12,(1280, 720),2764800,3,16.914561118144146,0.023455159999912212,980.0
13,(1280, 720),2764800,3,16.273220869078198,0.0255788819999907,980.0
14,(1280, 720),2764800,3,14.475125647369321,0.027232686999923317,980.0
15,(1280, 720),2764800,3,17.54358972404716,0.024826751999853514,980.0
16,(1280, 720),2764800,3,16.137629970863543,0.020584944999882282,980.0
17,(1280, 720),2764800,3,12.672918969509265,0.03517517499994938,980.0
18,(1280, 720),2764800,3,18.822862595243535,0.01966474500000004,980.0
19,(1280, 720),2764800,3,14.50845408346006,0.027518495999856896,980.0
20,(1280, 720),2764800,3,15.384731598506857,0.026908587999969313,980.0
21,(1280, 720),2764800,3,16.483355544392115,0.02518226600000162,980.0
22,(1280, 720),2764800,3,15.61698189986915,0.02777460499987683,980.0
23,(1280, 720),2764800,3,17.167882421694365,0.026491596999903777,980.0
24,(1280, 720),2764800,3,14.441880737828017,0.029722816999992574,980.0
24,(1280, 720),2764800,3,17.008236272392338,0.024489772000151788,980.0
25,(1280, 720),2764800,3,15.22909817699331,0.030027044999997088,980.0
26,(1280, 720),2764800,3,15.54233783340269,0.03017015000000356,980.0
27,(1280, 720),2764800,3,16.526752829868087,0.026195470999937243,980.0
28,(1280, 720),2764800,3,17.843215908481337,0.021906112000124267,980.0
28,(1280, 720),2764800,3,15.279558546680837,0.024572372999955405,980.0
29,(1280, 720),2764800,3,15.223884191639003,0.02937310900006196,980.0
30,(1280, 720),2764800,3,18.704679263617194,0.01825410599985844,980.0
31,(1280, 720),2764800,3,14.31504581459734,0.029113539999798377,980.0
32,(1280, 720),2764800,3,15.162114158497966,0.030833778999976857,980.0
33,(1280, 720),2764800,3,17.674492442877202,0.023607028000014907,980.0
34,(1280, 720),2764800,3,14.090231843946126,0.03012974399985069,980.0
34,(1280, 720),2764800,3,19.08409475053325,0.014818650000052003,980.0
35,(1280, 720),2764800,3,15.025772881793175,0.02465486799997052,980.0
36,(1280, 720),2764800,3,16.414041437696543,0.022863925000137897,980.0
37,(1280, 720),2764800,3,14.787185779720655,0.03012223499990796,980.0
38,(1280, 720),2764800,3,15.92064944529724,0.029428333999931056,980.0
39,(1280, 720),2764800,3,16.08101848682655,0.026390004999939265,980.0
40,(1280, 720),2764800,3,16.72223241530282,0.02598953300002904,980.0
