frame_id,fps,cps
9,9.30184889408606,0.7801232533579334
12,8.037144337671236,2.527881279208172
16,7.294165115767014,1.8463012207575036
21,7.46416257746866,1.5369178298196138
24,8.191888634341733,11.671708864343051
24,10.40527462517654,11.785069928581455
49,7.344463883040898,0.8087538612133816
54,7.446477308750744,1.5259554671350717
58,8.096942031130336,1.8724439606875103
62,7.492947113667774,1.8651183801732323
87,8.241446085667619,1.487597240568491
91,8.082905325320144,1.7155736660201417
95,8.402887040397903,1.9705101180141915
99,7.424051526006444,1.6388759199175988
103,16.93500922635743,3.6731260584122
