frame_id,frame_counter,fps,retry_status
1,1,127.37381808371869,0
2,2,6.78774943723304,0
3,3,5.696217248072293,0
4,4,6.786870329700319,0
5,5,6.448680500976222,0
6,6,7.072598204883888,0
7,7,6.98054384217316,0
8,8,7.638639901053246,0
9,9,9.30184889408606,0
10,10,7.934812783409987,0
11,11,7.1490941146902385,0
12,12,8.037144337671236,0
13,13,7.021187782206952,0
14,14,6.998951697010737,0
15,15,8.110123276471212,0
16,16,7.294165115767014,0
17,17,7.592659353157175,0
18,18,8.4662984555005,0
19,19,7.628802256071147,0
20,20,7.096918485349345,0
21,21,7.46416257746866,0
24,22,8.191888634341733,1
24,25,10.40527462517654,1
25,25,12.363105190694775,0
34,26,8.264277375922847,1
35,35,11.346594552236414,0
36,36,7.542438852138877,0
-1,37,7.5799275120819685,1
-1,0,11.161356188270805,1
46,0,11.345714647006783,1
46,47,11.288561401189815,1
47,47,11.089373597763977,0
48,48,7.7183297441836425,0
49,49,7.344463883040898,0
50,50,7.4492186022970746,0
51,51,7.537111095710944,0
52,52,7.759710808605498,0
53,53,7.3174946405806525,0
54,54,7.446477308750744,0
55,55,7.433847510517013,0
56,56,7.921999737080782,0
57,57,7.066268733047923,0
58,58,8.096942031130336,0
59,59,7.622791876350432,0
60,60,7.581925874527639,0
61,61,7.531310179403422,0
62,62,7.492947113667774,0
-1,63,7.254224410532417,1
-1,0,10.418259683692533,1
84,0,9.768515202195944,1
85,85,11.731647892844196,0
86,86,7.11069516388221,0
87,87,8.241446085667619,0
88,88,7.892466221118882,0
88,89,7.659201266168801,1
89,89,12.126608241382744,0
90,90,7.730016138107285,0
91,91,8.082905325320144,0
92,92,7.86971219281215,0
93,93,7.759309990633384,0
94,94,8.124067245386524,0
95,95,8.402887040397903,0
96,96,7.922988802373763,0
97,97,7.682530372283635,0
97,98,7.879038976601492,1
98,98,11.311350289604441,0
99,99,7.424051526006444,0
100,100,7.430272226375517,0
101,101,12.21686290166777,0
102,102,15.722523620364116,0
103,103,16.93500922635743,0
104,104,15.833126948563539,0
105,105,15.764371080487935,0
-1,106,17.41666240246394,1
-1,0,24.76255986137115,1
-1,0,24.99945688673919,1
-1,0,25.617576362668835,1
