frame_id,frame_counter,fps,retry_status
1,1,122.50846870497273,0
2,2,5.483308488185949,0
3,3,5.78631712944246,0
4,4,6.7429628871575655,0
5,5,6.103042363568435,0
6,6,6.792764512983132,0
7,7,7.046660810468477,0
8,8,7.5953655297420815,0
9,9,9.024278413283776,0
10,10,8.455913639825738,0
11,11,7.216764231540262,0
12,12,8.035662010865245,0
13,13,7.775149820337798,0
14,14,8.368244043557414,0
15,15,8.651445618942212,0
16,16,8.948097295371687,0
17,17,7.599591795524044,0
18,18,9.027892269022198,0
19,19,8.287438397283925,0
20,20,7.60230170327585,0
21,21,8.060018183890797,0
22,22,7.8105795127304445,0
23,23,8.027018623616357,0
24,24,7.919470076580743,0
25,25,7.744463076755477,0
25,26,7.524601968315168,1
26,26,14.003167376395924,0
-1,27,7.425086758990102,1
-1,0,11.683774575157111,1
50,0,12.488292070069987,1
50,51,11.311737213505182,1
51,51,10.233436139805884,0
52,52,7.630185946488378,0
53,53,8.033922240447778,0
54,54,7.308540236097167,0
55,55,7.40285739191414,0
56,56,8.376431328980674,0
57,57,7.847088433190105,0
58,58,7.929722862840608,0
59,59,7.75313058427177,0
60,60,8.44160849918859,0
61,61,8.161943937379892,0
62,62,7.846867809711055,0
63,63,7.905304007601283,0
64,64,7.413421889127831,0
65,65,9.180571223216901,0
66,66,7.1645580261955955,0
67,67,7.5412377883032775,0
67,68,8.078050511790389,1
68,68,12.71150255984292,0
69,69,7.718491844663269,0
70,70,8.603105426844783,0
71,71,7.792148308763328,0
72,72,7.579545683400548,0
73,73,7.8234802545328614,0
74,74,8.767142119019187,0
74,75,7.79822553093529,1
-1,75,12.901629833202719,1
-1,0,11.3659597983183,1
96,0,12.527344374096872,1
96,97,12.489146931344063,1
97,97,12.992720503511059,0
98,98,7.99130826953546,0
99,99,8.54125371307585,0
100,100,7.704540250122241,0
101,101,8.977473409507844,0
102,102,8.109034203652298,0
103,103,7.970145429246225,0
103,104,8.043734298185823,1
103,104,13.069139117765703,1
104,104,14.641207831705618,0
105,105,17.177451942096972,0
106,106,17.854734699809093,0
107,107,16.958902474131712,0
108,108,17.42763232315573,0
109,109,17.458886940091798,0
110,110,17.370759120212192,0
111,111,17.45236151045856,0
112,112,16.9315812916772,0
113,113,17.70090267877202,0
113,114,16.740172485075643,1
114,114,27.972768174503294,0
115,115,16.765066148827692,0
116,116,17.555627155197065,0
