frame_id,fps,cps
11,8.515896121189371,0.7179332480013386
15,12.329607901140454,2.741009089967174
19,12.105733069745312,2.7008728540306604
24,9.63700115028736,2.069621547303937
44,9.65062945620155,1.1765957544988106
48,15.032668694635928,4.221171381233201
52,9.842404308422921,2.5289990904917667
56,9.751959115281256,2.4414991533606085
60,16.03648930235819,2.065570536936126
64,10.046718648027456,2.035892503903454
69,15.260400188872696,1.7471425815044637
73,9.969830992927983,6.042665277774449
89,17.348094020362453,1.761453711376243
93,10.842993754355064,2.536660019932515
97,10.487130679949434,2.6891664200387417
101,25.39371236384919,3.102919036679591
