frame_id,frame_counter,fps,retry_status
1,1,145.28495839588084,0
2,2,5.988690955813268,0
3,3,6.305431521370726,0
4,4,8.088750744634206,0
5,5,8.402116418568738,0
6,6,8.542133617373272,0
7,7,9.007853568731637,0
8,8,8.774342307588729,0
9,9,10.952019638895514,0
10,10,10.043726771102506,0
11,11,9.30937229975516,0
12,12,9.809484027287743,0
13,13,9.696217129610151,0
14,14,9.452628798265824,0
15,15,10.063063811495216,0
16,16,9.002766523924974,0
17,17,9.772880122605049,0
18,18,10.574835471696042,0
19,19,10.515791142554454,0
20,20,9.898246912879321,0
21,21,10.012267731682764,0
22,22,10.615610618507576,0
23,23,10.961083352115656,0
24,24,10.091662164891245,0
24,25,10.379823697681331,1
25,25,13.491846703340409,0
26,26,9.724416928011701,0
27,27,9.748703668955372,0
28,28,10.044691544711547,0
28,29,10.331835089268187,1
29,29,15.986528855398557,0
30,30,9.595235911891736,0
31,31,9.98121236354111,0
32,32,9.32304033623928,0
33,33,9.957352063385784,0
34,34,9.744959595858269,0
34,35,9.128017301995254,1
35,35,14.686114413364812,0
36,36,9.556382224759865,0
37,37,9.478854117489377,0
38,38,9.912245600683427,0
39,39,10.13413603238907,0
40,40,10.000158903036429,0
41,41,9.978999096898933,0
41,42,9.399336792052905,1
42,42,14.781559153080567,0
43,43,10.505012949636628,0
44,44,9.887596810622703,0
44,45,10.497658398043328,1
44,45,13.262666662455468,1
45,45,14.910965580092752,0
46,46,10.583072361257036,0
-1,47,10.207490725715534,1
-1,0,14.312628365722926,1
56,0,14.439461755231875,1
57,57,13.406049355293135,0
57,58,10.94063726073753,1
58,58,15.703852971950068,0
59,59,10.313733884232477,0
60,60,9.952756652742877,0
61,61,10.252530172812119,0
62,62,10.885018512766505,0
63,63,9.610412889828037,0
64,64,10.670077904539937,0
64,65,10.109588240788371,1
65,65,15.4727218232223,0
66,66,10.435758233859238,0
67,67,11.344437965233091,0
68,68,9.477521668323025,0
69,69,10.084035918878675,0
69,70,9.893119877058657,1
69,70,14.41707650829969,1
70,70,14.749534468941821,0
71,71,10.52119407194343,0
72,72,10.07616238616453,0
73,73,10.501481223429035,0
74,74,11.261258216615447,0
75,75,10.293388966748257,0
76,76,10.443931310880576,0
77,77,11.517518260816896,0
77,78,9.491884158251475,1
78,78,16.70523627320897,0
79,79,10.47859703086912,0
80,80,9.837815446569714,0
81,81,11.032298943256794,0
82,82,10.478164761510651,0
-1,83,10.248892089908328,1
-1,0,14.79420790655965,1
96,0,17.649204031723745,1
97,97,14.67999052119979,0
98,98,15.271778089176859,0
99,99,21.883224330821253,0
100,100,21.5444918756935,0
101,101,23.513129062751148,0
102,102,22.446368162274766,0
103,103,22.297501559748394,0
103,104,23.347739429513837,1
104,104,29.212361986442495,0
105,105,24.895529648579373,0
106,106,22.822802754557777,0
107,107,23.359418951593856,0
108,108,23.95962458166345,0
108,109,23.830752465903547,1
109,109,33.32212267279186,0
110,110,22.98940153722567,0
111,111,22.79135684407934,0
112,112,21.62495817633743,0
113,113,24.19266828641405,0
114,114,22.60636974898571,0
114,115,22.88682615253323,1
115,115,36.48588931625359,0
116,116,22.244480540330883,0
117,117,25.045622481654327,0
118,118,23.433434481199853,0
119,119,24.58856688663434,0
119,120,23.25243856164007,1
