frame_id,fps,cps
10,12.341044569220385,1.1035832813907616
14,11.995445473331054,3.080851408938776
18,12.65930036325434,3.1949348270060165
22,13.282511433882773,3.3047607027690202
22,12.805890791739937,20.24700126733642
30,13.061409418027829,2.365523311475342
43,15.57387947063939,2.0671334325609387
51,16.023894318399734,2.6322872127324226
55,13.379971632837776,3.630847164839022
59,13.754597973018807,2.9480424354105663
63,13.516504862163208,3.0603769184066225
63,11.420435771130302,19.555396331181054
80,11.197465968631008,1.0690237848620063
84,10.924918573550965,2.9796575205462204
88,13.094958642539307,2.85137321749233
92,10.894206254153076,2.9751981767628184
96,11.722775582837393,2.489491104972835
