frame_id,received_fame_id,my_gap,received_time,send_time,current_srv_fps,received_fps,current_cps,received_cps,current_srv_fps/received_fps,received_cps/current_cps,bitrate
6,1,5,111565.37222293,111565.349956964,21.7734287907998,52.77441427272846,4.864664806262816,0.0,0.41257547034589015,0.0,4200 
23,11,12,111566.186922109,111566.162889027,21.7567264248867,12.968958513122677,1.2274469224698956,0.0,1.6776001251659565,0.0,4620.0 
23,11,12,111566.238128528,111566.21472064,19.52844621724049,13.236265094400277,19.52880165391135,1.1455261480802927,1.4753743656510911,0.05865829191064878,3234.0 
29,15,14,111566.523414223,111566.47299703,20.239747089121824,13.63567199929946,3.5052581237309073,1.1455261480802927,1.4843234048282807,0.32680222330132536,2263.8 
34,19,15,111566.803129119,111566.771917773,21.279045100063822,11.93960094972472,3.575068808705889,3.1935469199086968,1.782224145485736,0.8932826445555054,2263.8 
37,21,16,111566.9801324,111566.962229175,24.3875232070991,13.737622023637565,5.649612788758065,3.3797782002791834,1.775236148231247,0.5982318305078299,2263.8 
39,23,16,111567.058537752,111567.057291139,29.907988372409783,14.131288773622867,12.754231368696557,3.3797782002791834,2.1164374213507924,0.26499269948751025,2263.8 
47,28,19,111567.463045226,111567.459432209,24.020488326662832,14.25316494435298,2.472142208188021,3.5039109602022003,1.6852740019808448,1.41735817162817,2263.8 
51,29,22,111567.677131908,111567.638188302,20.997594016124626,14.022300956069124,4.671005177298567,2.4865920779394766,1.4974428292409785,0.532346247446802,2263.8 
52,31,21,111567.716266555,111567.712065883,25.555311159090977,19.31691374785519,25.552804910511878,2.4865920779394766,1.3229500060240449,0.09731190319997104,2263.8 
60,36,24,111568.135136553,111568.101720726,19.61078591084651,21.4990778122164,2.38737556944562,3.9586185807844245,0.9121687024037418,1.6581465570176994,2263.8 
62,38,24,111568.279232986,111568.26995183,17.628678023942086,15.395298774983903,6.939797045695703,2.566373824629492,1.1450689123739022,0.36980531386306803,2263.8 
64,40,24,111568.378613821,111568.351915831,21.62873361169453,16.53456185473073,10.062302253435236,2.566373824629492,1.308092334210011,0.25504837362178623,2263.8 
64,40,24,111568.439260083,111568.388902555,16.491433912510693,16.21290606855408,16.48906242419798,3.996088197384002,1.017179390467008,0.2423478118149201,2263.8 
71,54,17,111568.84155089,111568.811634608,20.03864252321715,17.632253538990216,2.485763986127353,27.073949841455722,1.136476541634663,10.89160113049793,2263.8 
72,56,16,111568.899692028,111568.883112457,17.20342351365593,24.26530598609936,17.199525747998727,27.073949841455722,0.7089720411319395,1.5741102538601068,2263.8 
81,67,14,111569.413857735,111569.412092748,19.481310119236504,19.405501594046314,1.9448982816311895,2.023429042043102,1.0039065480901277,1.0403778239477124,2263.8 
82,68,14,111569.467139713,111569.446555741,18.780773235956868,19.405501594046314,18.768072009187833,2.023429042043102,0.9678066369445913,0.10781230171391823,2263.8 
88,72,16,111569.825144532,111569.776564706,16.01612657605788,11.717703692072988,2.793258489589289,1.7747460666134809,1.3668315052967903,0.6353676443580535,2263.8 
94,76,18,111570.191146164,111570.149463635,16.27992457493312,12.308658668316609,2.7322282541689487,3.030370626042347,1.3226400222502588,1.1091205946715763,2263.8 
94,76,18,111570.236997331,111570.201052691,21.798673513716835,13.257830694158983,21.80969570506352,2.6815994211714522,1.6442111848147751,0.12295446288821306,2263.8 
100,81,19,111570.560140465,111570.547365462,18.59364406936731,12.462690133251321,3.0946038915807845,2.6815994211714522,1.4919446660844258,0.8665404410777879,2263.8 
106,85,21,111570.915145034,111570.909901554,20.393430467382814,11.593597612496474,2.8168651541562033,2.513237403609749,1.7590252093449579,0.8922107612789131,2263.8 
106,85,21,111570.972133043,111570.964323808,17.554061328501994,12.06902405109717,17.547551098425707,2.73527350421292,1.4544723131035762,0.1558777910872314,2263.8 
112,89,23,111571.2824769,111571.234579208,18.764583717371494,11.48739344695511,3.222232299615824,2.73527350421292,1.6334936035768237,0.8488753292365164,2263.8 
112,89,23,111571.326939606,111571.289293435,22.459536170899234,13.637217823478851,22.490758881492805,3.1091067128230416,1.6469294882297196,0.13823929771358062,2263.8 
117,93,24,111571.635652483,111571.606782624,23.26136476504093,12.435316150290376,3.2392558733627284,18.28734982287429,1.8705889326744425,5.645540376496986,2263.8 
118,94,24,111571.742929251,111571.740225439,18.047056867862622,13.094669879909706,9.321682770914384,3.1496618821298754,1.3781986894951082,0.3378855470127652,2263.8 
