frame_id,fps,cps
9,8.524899475507409,0.745860767727931
12,7.927909866533551,2.5708236331346637
16,7.458028694232228,1.9709423457584425
21,8.419647773580989,1.5968068818977577
49,8.011795992299145,0.9136611776827447
54,7.7690125880572545,1.5360275751715504
58,7.899502716689385,1.938042964158614
62,7.810344406106655,1.9962718385555633
62,8.083322565505815,11.129756793920768
66,7.601542584552751,1.9719513388383743
70,7.372178496486977,1.9247759005196543
95,11.565005585353731,1.838910789618378
99,8.011609399135867,1.9207041700877587
99,7.762231003644997,11.883159028891658
103,8.13670934543761,1.997196447503456
107,25.86244531160452,3.2274569418282244
111,16.29800232033523,4.180801975494301
115,27.238888151949535,3.313242405754972
