frame_id,fps,cps
11,10.132096293537563,0.7972246282794284
15,12.364152277017723,2.940113697312451
19,12.82298255988472,3.0337682739729304
24,12.456342853838072,2.3823000594413606
27,12.607012100826324,3.669956186627595
27,10.056834996142381,15.562255902136362
31,10.326501357910304,2.7265164956995265
31,11.86022225198588,16.96349762354376
35,12.156077371944473,2.849818546639809
35,11.362007723115628,15.678754855946059
39,10.609914770121149,2.7760548964209435
44,10.923536153573192,1.9895901658126194
48,11.209660970084231,2.102760686749951
64,10.9847001580948,2.1683461588230024
69,17.587617332417913,1.944581360257514
73,11.457279705128789,2.7247458301900176
77,10.540455977629199,2.3221034244427443
81,10.610857742693684,2.6779332890258196
85,13.025412410321984,2.5155434296517813
89,11.309676355553533,2.9879676842082774
89,12.408444601675384,18.606731308836014
110,21.06119439562103,2.5908118144047876
114,23.901472203935846,5.371113257005158
