frame_id,frame_counter,fps,retry_status
1,1,77.18279703472587,0
2,2,6.401485595336313,0
3,3,7.3498406245684755,0
4,4,8.256233869395835,0
5,5,8.947362167308146,0
6,6,8.848215960311514,0
7,7,8.833223484864531,0
8,8,9.157746319638813,0
9,9,11.234240382907855,0
10,10,9.096744073342965,0
11,11,10.132096293537563,0
12,12,11.962849085061634,0
13,13,11.149044123354374,0
14,14,11.62581865525527,0
15,15,12.364152277017723,0
16,16,11.97011373817672,0
17,17,12.61735512402759,0
18,18,12.158397659375936,0
19,19,12.82298255988472,0
20,20,11.088214564026359,0
21,21,12.267818951820468,0
22,22,10.781356262081713,0
23,23,12.794902674534756,0
24,24,12.456342853838072,0
25,25,11.493222182562711,0
26,26,10.499050198166302,0
27,27,12.607012100826324,0
27,28,10.056834996142381,1
28,28,14.603274378296279,0
29,29,11.061230492209958,0
30,30,11.183855254966236,0
31,31,10.326501357910304,0
31,32,11.86022225198588,1
32,32,16.94093389238693,0
33,33,11.314818962957894,0
34,34,10.84591499241486,0
35,35,12.156077371944473,0
35,36,11.362007723115628,1
36,36,15.664064954183461,0
37,37,10.754390603637733,0
38,38,10.915976389456963,0
39,39,10.609914770121149,0
40,40,12.296273496291837,0
41,41,11.189964678524086,0
42,42,11.57935608313324,0
42,43,10.427819110598202,1
43,43,18.257965516710865,0
44,44,10.923536153573192,0
45,45,11.811905980723811,0
45,46,10.661963120302037,1
45,46,18.38664879246178,1
46,46,15.89480563318655,0
47,47,11.868277407093814,0
48,48,11.209660970084231,0
-1,49,10.712093254826495,1
-1,0,17.89553805371373,1
61,0,15.390861469702498,1
62,62,14.64919728411655,0
63,63,11.172532231156763,0
64,64,10.9847001580948,0
65,65,10.967043759334661,0
66,66,9.975178066157412,0
67,67,11.236797942274364,0
68,68,11.333641880435401,0
68,69,11.466069801169828,1
69,69,17.587617332417913,0
70,70,11.022919791789695,0
71,71,10.365225886085975,0
72,72,10.66886940416412,0
73,73,11.457279705128789,0
74,74,11.170630214831018,0
75,75,11.002277680491412,0
75,76,11.124054442879283,1
76,76,16.399966045436827,0
77,77,10.540455977629199,0
78,78,10.639126252803182,0
79,79,11.200395938486297,0
80,80,10.820552466457228,0
81,81,10.610857742693684,0
82,82,10.259692726711657,0
82,83,11.68997380520978,1
83,83,16.957218717670298,0
84,84,10.717039610737288,0
85,85,13.025412410321984,0
86,86,11.450373856379981,0
87,87,13.079209352891322,0
88,88,11.785506886052522,0
89,89,11.309676355553533,0
89,90,12.408444601675384,1
-1,90,18.611624895443278,1
106,0,16.752686125635904,1
107,107,23.912322313870014,0
107,108,13.579177645555667,1
108,108,21.084932363544066,0
109,109,12.852384592222773,0
110,110,21.06119439562103,0
111,111,24.311764932128302,0
112,112,28.80055757910084,0
112,113,22.80894377902747,1
113,113,42.76203581363065,0
114,114,23.901472203935846,0
115,115,25.414783240718712,0
116,116,22.112238405312688,0
117,117,24.137110955338407,0
117,118,24.983509634486516,1
-1,118,37.6623619714242,1
