frame_id,resolution,Frame Size(Byte),GOP,current_srv_fps,processing_time,bitrate
1,(1280, 720),2764800,3,31.620886316408136,0.01431536900008723,7000
2,(1280, 720),2764800,3,25.153590337977295,0.012723616000130278,7000
3,(1280, 720),2764800,3,30.9540531343903,0.012228102000335639,7000
4,(1280, 720),2764800,3,25.221806875248706,0.018945505999909074,7000
5,(1280, 720),2764800,3,16.25530821148181,0.03000560600003155,7000
6,(1280, 720),2764800,3,16.389449508255975,0.024449063000247406,7000
7,(1280, 720),2764800,3,16.768914001887094,0.020927424000092287,7700.0
8,(1280, 720),2764800,3,13.908809975115162,0.029200454000147147,7700.0
9,(1280, 720),2764800,3,15.274787080607892,0.030023812999843358,7700.0
10,(1280, 720),2764800,3,15.87407162468744,0.02658449299997301,7700.0
11,(1280, 720),2764800,3,16.131077522635945,0.0271640410001055,7700.0
12,(1280, 720),2764800,3,18.23341975420696,0.021203535000040574,7700.0
13,(1280, 720),2764800,3,15.11475629324268,0.032704090000152064,7700.0
14,(1280, 720),2764800,3,18.328150132534223,0.02084033899973292,7700.0
15,(1280, 720),2764800,3,17.407999982141973,0.026250332000017806,7700.0
16,(1280, 720),2764800,3,21.12066725095239,0.019817646999854333,7700.0
17,(1280, 720),2764800,3,15.588238549230013,0.02559962400027871,7700.0
18,(1280, 720),2764800,3,15.41233791258628,0.028978945999824646,7700.0
19,(1280, 720),2764800,3,20.72006622788659,0.022263419999944745,7700.0
20,(1280, 720),2764800,3,14.629837961267794,0.026451393999650463,7700.0
21,(1280, 720),2764800,3,16.95048502283544,0.02935440800001743,7700.0
22,(1280, 720),2764800,3,18.574068397641746,0.020035041000028286,7700.0
23,(1280, 720),2764800,3,14.415144158384146,0.028688238999620808,7700.0
24,(1280, 720),2764800,3,20.037103505943715,0.02125465700009954,7700.0
25,(1280, 720),2764800,3,15.177843420598666,0.03004129800001465,7700.0
26,(1280, 720),2764800,3,18.27853623148834,0.020945475999724295,7700.0
27,(1280, 720),2764800,3,14.430367796962269,0.03456496800026798,7700.0
28,(1280, 720),2764800,3,18.521658625627854,0.0259976780002944,5390.0
28,(1280, 720),2764800,3,17.709971727122504,0.023859886000082042,3773.0
29,(1280, 720),2764800,3,15.258528063804969,0.028594622000127856,3773.0
30,(1280, 720),2764800,3,17.733746697616706,0.023865310000019235,3773.0
31,(1280, 720),2764800,3,16.435367359059867,0.02227668499972424,3773.0
32,(1280, 720),2764800,3,16.460975529067845,0.02186638800003493,3773.0
33,(1280, 720),2764800,3,17.03812505379103,0.021161863000088488,3773.0
33,(1280, 720),2764800,3,16.269808878775677,0.02463460999979361,3773.0
34,(1280, 720),2764800,3,21.221085448769518,0.016961398999683297,3773.0
35,(1280, 720),2764800,3,15.26274029002254,0.024415870000211726,3773.0
36,(1280, 720),2764800,3,17.73132454446567,0.0213576600003762,3773.0
37,(1280, 720),2764800,3,16.17438340304063,0.027319318000081694,3773.0
38,(1280, 720),2764800,3,18.779062712128955,0.016966721000244434,3773.0
38,(1280, 720),2764800,3,15.716328567621897,0.020908776999931433,3773.0
39,(1280, 720),2764800,3,17.4711004848555,0.024160648999895784,3773.0
40,(1280, 720),2764800,3,15.65523931785845,0.030645746999653056,3773.0
41,(1280, 720),2764800,3,16.13006172025334,0.02838822799958507,3773.0
42,(1280, 720),2764800,3,19.638389303972357,0.020984099000088463,3773.0
43,(1280, 720),2764800,3,14.97914087228356,0.02667327600011049,3773.0
44,(1280, 720),2764800,3,13.100177766783483,0.04671277400029794,3773.0
45,(1280, 720),2764800,3,20.451268696548375,0.021287433999987115,3773.0
46,(1280, 720),2764800,3,14.471615416928646,0.029100948000177596,3773.0
47,(1280, 720),2764800,3,17.243683125845557,0.024782212999980402,3773.0
48,(1280, 720),2764800,3,15.656785966489897,0.03311696400032815,3773.0
49,(1280, 720),2764800,3,19.443789026745414,0.023805145000096672,3773.0
49,(1280, 720),2764800,3,16.474362802625983,0.02398142199990616,3773.0
50,(1280, 720),2764800,3,16.883222984251745,0.02492797300010352,3773.0
51,(1280, 720),2764800,3,15.681824315567386,0.03318148400012433,3773.0
52,(1280, 720),2764800,3,18.520642561807147,0.02173299100013537,3773.0
53,(1280, 720),2764800,3,14.811348301045312,0.027593082999828766,3773.0
54,(1280, 720),2764800,3,18.022359945519927,0.022693216999869037,3773.0
55,(1280, 720),2764800,3,16.027947354753604,0.025429713999983505,3773.0
56,(1280, 720),2764800,3,15.168808282512726,0.025001649999921938,3773.0
56,(1280, 720),2764800,3,14.350504970585222,0.029546366999966267,3773.0
57,(1280, 720),2764800,3,20.280814238080055,0.020062894000147935,3773.0
58,(1280, 720),2764800,3,13.534943902332474,0.031876083000042854,3773.0
59,(1280, 720),2764800,3,17.528600541129357,0.025260994999825925,3773.0
60,(1280, 720),2764800,3,17.01666138743021,0.025891619000049104,3773.0
61,(1280, 720),2764800,3,18.556289846599327,0.021587460999853647,3773.0
62,(1280, 720),2764800,3,13.677556020979383,0.03135833099986485,3773.0
62,(1280, 720),2764800,3,16.129268213665036,0.028446130999782326,3773.0
63,(1280, 720),2764800,3,16.39047003655081,0.030300543000066682,3773.0
64,(1280, 720),2764800,3,17.549616847057862,0.027112775000205147,3773.0
65,(1280, 720),2764800,3,17.057285614493942,0.0228503999996974,3773.0
66,(1280, 720),2764800,3,14.842386471673645,0.02582834599979833,3773.0
67,(1280, 720),2764800,3,16.12938554359596,0.025747895000222343,3773.0
68,(1280, 720),2764800,3,17.241059161720184,0.0261083300001701,3773.0
69,(1280, 720),2764800,3,18.28440700284398,0.020291899000312696,3773.0
69,(1280, 720),2764800,3,15.744839880634997,0.021597234000182652,3773.0
70,(1280, 720),2764800,3,15.899166974271884,0.023997572000098444,3773.0
71,(1280, 720),2764800,3,15.89376429934122,0.026254396000240376,3773.0
72,(1280, 720),2764800,3,17.168441554501854,0.023294616999919526,3773.0
73,(1280, 720),2764800,3,17.020379368217764,0.022237209000195435,3773.0
74,(1280, 720),2764800,3,15.663012418024653,0.023984756000118068,3773.0
75,(1280, 720),2764800,3,18.239579946821213,0.02069719300016004,3773.0
75,(1280, 720),2764800,3,15.794957194594287,0.022960775999763428,3773.0
75,(1280, 720),2764800,3,16.00347441836199,0.025042179999672953,3773.0
76,(1280, 720),2764800,3,15.499028977996714,0.03080039900032716,3773.0
77,(1280, 720),2764800,3,18.44415408018076,0.023648863000289566,3773.0
78,(1280, 720),2764800,3,15.679072957921099,0.029145524999876216,3773.0
79,(1280, 720),2764800,3,18.549046126438725,0.022421332999783772,3773.0
80,(1280, 720),2764800,3,14.474512590717119,0.02859209199959878,3773.0
81,(1280, 720),2764800,3,19.316309650632636,0.021020606000092812,3773.0
81,(1280, 720),2764800,3,15.915268384362653,0.02052570400019249,3773.0
82,(1280, 720),2764800,3,17.328352702689777,0.02307822100010526,3773.0
83,(1280, 720),2764800,3,15.490072513185934,0.02514853499997116,3773.0
84,(1280, 720),2764800,3,19.51372042854549,0.02032897300023251,3773.0
85,(1280, 720),2764800,3,15.90276843818149,0.027902057000119385,3773.0
86,(1280, 720),2764800,3,17.497611007442142,0.020506251000369957,3773.0
87,(1280, 720),2764800,3,14.831509821526067,0.03006475899974248,3773.0
88,(1280, 720),2764800,3,20.72720829954745,0.020868716999757453,3773.0
89,(1280, 720),2764800,3,14.363922354570736,0.02936844599980759,3773.0
90,(1280, 720),2764800,3,17.09861939928255,0.025413465999918117,3773.0
91,(1280, 720),2764800,3,17.34651564441513,0.024148888000127045,3773.0
92,(1280, 720),2764800,3,16.579254481639865,0.020079993000308605,3773.0
93,(1280, 720),2764800,3,15.59613666848519,0.02642612800036659,3773.0
94,(1280, 720),2764800,3,17.18349817812266,0.02312147000020559,3773.0
94,(1280, 720),2764800,3,18.159621841089912,0.02193414400016991,3773.0
94,(1280, 720),2764800,3,14.736590807631535,0.025396178999926633,3773.0
95,(1280, 720),2764800,3,18.102244663827957,0.023766724000324757,3773.0
96,(1280, 720),2764800,3,15.90874742478479,0.028167122000013478,3773.0
97,(1280, 720),2764800,3,16.450363036502523,0.03284335899979851,3773.0
98,(1280, 720),2764800,3,16.670303849087908,0.028937283000232128,3773.0
99,(1280, 720),2764800,3,17.856976723488494,0.02910659899998791,3773.0
100,(1280, 720),2764800,3,22.241802422416498,0.016681683999649977,3773.0
101,(1280, 720),2764800,3,13.689373495079224,0.03271478200031197,3773.0
102,(1280, 720),2764800,3,20.804619923852346,0.022864285000196105,3773.0
103,(1280, 720),2764800,3,18.073071198093146,0.02172441099992284,3773.0
