ID,command,encrypted_cmd
736,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08b8b6d4ba98410f660340733d629879ea8a68761d65b4eb7db05bdd2e283152f61ef3da0fbbd1059fcf280e9b
736,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},08b8b6d4ba98410f660340733d629879ea8a68761d65b4eb7db05bdd2e283152f61ef3da0fbbd1059fcf280e9b
740,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
740,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
744,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
748,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
752,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
757,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},41571af8f63d059bcf29ec2fc0e2f0e5dda07febc64f52dbe4d0ddf162413fef3b70269d52a24b92c5387f9a82
757,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},41571af8f63d059bcf29ec2fc0e2f0e5dda07febc64f52dbe4d0ddf162413fef3b70269d52a24b92c5387f9a82
761,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6e0b0c3d2dd800b2ad9458c969e60c8e012021217b4184424b5e5caf1ac33b4e8de1baae4cc04e63427c6527c3
761,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6e0b0c3d2dd800b2ad9458c969e60c8e012021217b4184424b5e5caf1ac33b4e8de1baae4cc04e63427c6527c3
765,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6e0b0c3d2dd800b2ad9458c969e60c8e012021217b4184424b5e5caf1ac33b4e8de1baae4cc04e63427c6527c3
769,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6e0b0c3d2dd800b2ad9458c969e60c8e012021217b4184424b5e5caf1ac33b4e8de1baae4cc04e63427c6527c3
773,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6e0b0c3d2dd800b2ad9458c969e60c8e012021217b4184424b5e5caf1ac33b4e8de1baae4cc04e63427c6527c3
777,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6e0b0c3d2dd800b2ad9458c969e60c8e012021217b4184424b5e5caf1ac33b4e8de1baae4cc04e63427c6527c3
781,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6e0b0c3d2dd800b2ad9458c969e60c8e012021217b4184424b5e5caf1ac33b4e8de1baae4cc04e63427c6527c3
785,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6e0b0c3d2dd800b2ad9458c969e60c8e012021217b4184424b5e5caf1ac33b4e8de1baae4cc04e63427c6527c3
789,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6e0b0c3d2dd800b2ad9458c969e60c8e012021217b4184424b5e5caf1ac33b4e8de1baae4cc04e63427c6527c3
793,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},41571af8f63d059bcf29ec2fc0e2f0e5dda07febc64f52dbe4d0ddf162413fef3b70269d52a24b92c5387f9a82
793,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.999969482421875, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},41571af8f63d059bcf29ec2fc0e2f0e5dda07febc64f52dbe4d0ddf162413fef3b70269d52a24b92c5387f9a82
797,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.307891845703125, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c5b61a52ba754a4463c809519592fe855bd1cfe81820ba014f9efdb3d456babf0f2b424d54d23c392a86803c31
797,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': 0.307891845703125, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c5b61a52ba754a4463c809519592fe855bd1cfe81820ba014f9efdb3d456babf0f2b424d54d23c392a86803c31
801,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
801,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
805,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
809,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
814,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
817,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
821,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
825,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
829,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
833,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
837,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
841,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
845,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.040313720703125, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cae74af7c474db2e06b98d3d930ca16aefe76cc976141be1587f531e7128ec99e962b8f713c7b48c5aeceb3cba
850,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
850,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
854,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
858,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
862,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
866,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
870,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
874,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
878,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
882,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
886,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
890,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
894,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
898,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
902,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
906,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
910,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
915,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
919,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
923,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
927,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
931,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
935,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.022064208984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2e48b6dbca316e4116448573770740e2fa042ae6453fbb8903fdb4bfd3990c58c39115528330911c96ac4dccb2
939,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.019439697265625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1ffadc7da3a89f0859b39aa9896ab7c07f457d4285263630bf5394d567b36bccd0e2b4c8ba5caf56e10858c20d
939,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.019439697265625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1ffadc7da3a89f0859b39aa9896ab7c07f457d4285263630bf5394d567b36bccd0e2b4c8ba5caf56e10858c20d
943,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.019439697265625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1ffadc7da3a89f0859b39aa9896ab7c07f457d4285263630bf5394d567b36bccd0e2b4c8ba5caf56e10858c20d
947,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.019439697265625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1ffadc7da3a89f0859b39aa9896ab7c07f457d4285263630bf5394d567b36bccd0e2b4c8ba5caf56e10858c20d
951,{'axes': {'0': 0.067657470703125, '1': 0.037811279296875, '2': -1.0, '3': 0.03759765625, '4': 0.019439697265625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1ffadc7da3a89f0859b39aa9896ab7c07f457d4285263630bf5394d567b36bccd0e2b4c8ba5caf56e10858c20d
