ID,command,encrypted_cmd
7698,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': 1, '7': 0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},91a2819b0a8ec0fac3eb5712a58f718b8f0a73d2a5eb78d218456960302bac1cb1b82004bb082cbb10410480ae
7698,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': 1, '7': 0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},91a2819b0a8ec0fac3eb5712a58f718b8f0a73d2a5eb78d218456960302bac1cb1b82004bb082cbb10410480ae
7702,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': 1, '7': 0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},91a2819b0a8ec0fac3eb5712a58f718b8f0a73d2a5eb78d218456960302bac1cb1b82004bb082cbb10410480ae
7706,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': 1, '7': 0}, 'buttons': {'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},91a2819b0a8ec0fac3eb5712a58f718b8f0a73d2a5eb78d218456960302bac1cb1b82004bb082cbb10410480ae
7710,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7710,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7714,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': 0.999969482421875, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},607a2c6a0eacb6248e2df5a11fec63ea9ee3c90729d3cfff6bd86ecf6dda065bea78582379802e66a386c55ca8
7714,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': 0.999969482421875, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},607a2c6a0eacb6248e2df5a11fec63ea9ee3c90729d3cfff6bd86ecf6dda065bea78582379802e66a386c55ca8
7718,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': 0.999969482421875, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},607a2c6a0eacb6248e2df5a11fec63ea9ee3c90729d3cfff6bd86ecf6dda065bea78582379802e66a386c55ca8
7723,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -0.094818115234375, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},83ed8937b708f35d79f29fbc69ced4d39e3bce5812e9b950e6bf2b2b4f267e67beacf50eb5c1561bc470112c36
7723,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -0.094818115234375, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},83ed8937b708f35d79f29fbc69ced4d39e3bce5812e9b950e6bf2b2b4f267e67beacf50eb5c1561bc470112c36
7727,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7727,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7731,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7735,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},be8663863558365a1b669674f4a68d81a67afe987c9e2f8e20e8e977681ab7c2b3b4c7f945c50f59f0eb12c3c1
7735,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},be8663863558365a1b669674f4a68d81a67afe987c9e2f8e20e8e977681ab7c2b3b4c7f945c50f59f0eb12c3c1
7739,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},519e0264cbdfa904e7a9d417871d968251f8cee8b6dfb0d19af53e69b3469c38def756db4d6fce28f511353363
7739,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},519e0264cbdfa904e7a9d417871d968251f8cee8b6dfb0d19af53e69b3469c38def756db4d6fce28f511353363
7743,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2a2ad7eec394cc0ff37cc6079d204ba7f1d17a2d984a9df7250e5b69a28734be8423509fd2a31fbf237daa4f6b
7743,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2a2ad7eec394cc0ff37cc6079d204ba7f1d17a2d984a9df7250e5b69a28734be8423509fd2a31fbf237daa4f6b
7747,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c0f0556e31835ebc6931d14761de28814a9610c41ee4753c9931c0ecf2bc98afaaa8f668f0ac27ab37d6df6522
7747,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c0f0556e31835ebc6931d14761de28814a9610c41ee4753c9931c0ecf2bc98afaaa8f668f0ac27ab37d6df6522
7751,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c0f0556e31835ebc6931d14761de28814a9610c41ee4753c9931c0ecf2bc98afaaa8f668f0ac27ab37d6df6522
7756,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c0f0556e31835ebc6931d14761de28814a9610c41ee4753c9931c0ecf2bc98afaaa8f668f0ac27ab37d6df6522
7760,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7760,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7764,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7768,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7773,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7777,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7781,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7785,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7789,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7793,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c0f0556e31835ebc6931d14761de28814a9610c41ee4753c9931c0ecf2bc98afaaa8f668f0ac27ab37d6df6522
7793,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c0f0556e31835ebc6931d14761de28814a9610c41ee4753c9931c0ecf2bc98afaaa8f668f0ac27ab37d6df6522
7797,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c0f0556e31835ebc6931d14761de28814a9610c41ee4753c9931c0ecf2bc98afaaa8f668f0ac27ab37d6df6522
7802,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c0f0556e31835ebc6931d14761de28814a9610c41ee4753c9931c0ecf2bc98afaaa8f668f0ac27ab37d6df6522
7806,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7806,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7810,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},348781f74a487bdd39827678b74e58f428c9670a8161141e3bf594d976f4f5a4973fb06ed428929a7928a8c2d2
7810,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},348781f74a487bdd39827678b74e58f428c9670a8161141e3bf594d976f4f5a4973fb06ed428929a7928a8c2d2
7814,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7814,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7818,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0b7b57bd308e18e92d30373720713ce3e9795a28d5fc9f271da56cfd568767dae3a033919da04b318e6435784f
7818,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0b7b57bd308e18e92d30373720713ce3e9795a28d5fc9f271da56cfd568767dae3a033919da04b318e6435784f
7822,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7822,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7826,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7831,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f1b426d23c30e717c315f521bd8a7f2768a4679b7f311b0b8835157355160a6ae49af4e18736bf2a3f3d50d7b0
7831,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f1b426d23c30e717c315f521bd8a7f2768a4679b7f311b0b8835157355160a6ae49af4e18736bf2a3f3d50d7b0
7835,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f1b426d23c30e717c315f521bd8a7f2768a4679b7f311b0b8835157355160a6ae49af4e18736bf2a3f3d50d7b0
7839,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f1b426d23c30e717c315f521bd8a7f2768a4679b7f311b0b8835157355160a6ae49af4e18736bf2a3f3d50d7b0
7843,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f1b426d23c30e717c315f521bd8a7f2768a4679b7f311b0b8835157355160a6ae49af4e18736bf2a3f3d50d7b0
7847,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7847,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': -1.0, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},de647d552d0c1a45757f33c65e894ecd578831b18e985789fefbe8abd2ec070015103c5e97512521122b20c0ab
7851,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': 0.999969482421875, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},607a2c6a0eacb6248e2df5a11fec63ea9ee3c90729d3cfff6bd86ecf6dda065bea78582379802e66a386c55ca8
7851,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': 0.999969482421875, '6': -1, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},607a2c6a0eacb6248e2df5a11fec63ea9ee3c90729d3cfff6bd86ecf6dda065bea78582379802e66a386c55ca8
7855,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d8957df2f9f4a2eb9b506dc3be4d0bfd2275f7fa21d03669089e9b4c116876618d48fa02bd5cd6244c570e267
7855,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d8957df2f9f4a2eb9b506dc3be4d0bfd2275f7fa21d03669089e9b4c116876618d48fa02bd5cd6244c570e267
7860,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': 0.999969482421875, '6': -1, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d8957df2f9f4a2eb9b506dc3be4d0bfd2275f7fa21d03669089e9b4c116876618d48fa02bd5cd6244c570e267
7864,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c949ee87fdf3fb09be9c55380ee9a039ae627e8bc292b0000d22098dcdc4e5d90b1548319111fc089a224d6724
7864,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c949ee87fdf3fb09be9c55380ee9a039ae627e8bc292b0000d22098dcdc4e5d90b1548319111fc089a224d6724
7868,{'axes': {'0': 0.067657470703125, '1': 0.035003662109375, '2': -1.0, '3': 0.0389404296875, '4': 0.061798095703125, '5': 0.999969482421875, '6': 0, '7': -1}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c949ee87fdf3fb09be9c55380ee9a039ae627e8bc292b0000d22098dcdc4e5d90b1548319111fc089a224d6724
