ID,command,encrypted_cmd
1216,{'axes': {'0': -0.044097900390625, '1': -0.3336181640625, '2': -1.0, '3': -1.0, '4': -0.1697998046875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b8e62a472a798474c954723cad87000c3c4d63037c919d46b267af2c521ed4f1ea4fa10153d48facde9ea44e85
1220,{'axes': {'0': -0.123504638671875, '1': -0.34332275390625, '2': -1.0, '3': -0.061126708984375, '4': -0.16217041015625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ef6abead9933113b84ed8aa459a49951d7f4908741cc99658ec26235c9eb3dc816b5d24cef0bc1554af4f1e126
1220,{'axes': {'0': -0.123504638671875, '1': -0.34332275390625, '2': -1.0, '3': -0.061126708984375, '4': -0.16217041015625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ef6abead9933113b84ed8aa459a49951d7f4908741cc99658ec26235c9eb3dc816b5d24cef0bc1554af4f1e126
1224,{'axes': {'0': 0.009307861328125, '1': 0.61517333984375, '2': -1.0, '3': 0.071044921875, '4': 0.047821044921875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8bd10a0377906a6626cfd22522a986a3ae4f57ab75c68c3feefffc8d5fcf0bb3197ce329822fc4c29a113027d0
1224,{'axes': {'0': 0.009307861328125, '1': 0.61517333984375, '2': -1.0, '3': 0.071044921875, '4': 0.047821044921875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8bd10a0377906a6626cfd22522a986a3ae4f57ab75c68c3feefffc8d5fcf0bb3197ce329822fc4c29a113027d0
1228,{'axes': {'0': -0.19183349609375, '1': 0.999969482421875, '2': -1.0, '3': 0.061859130859375, '4': 0.037384033203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},12d8d5f41260e6e88534ac100a26cf6bf8307f66cfe41c06859f34ad923c01c1e120ae9d9a04b35605cbb32a07
1228,{'axes': {'0': -0.19183349609375, '1': 0.999969482421875, '2': -1.0, '3': 0.061859130859375, '4': 0.037384033203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},12d8d5f41260e6e88534ac100a26cf6bf8307f66cfe41c06859f34ad923c01c1e120ae9d9a04b35605cbb32a07
1232,{'axes': {'0': -0.2901611328125, '1': 0.999969482421875, '2': -1.0, '3': 0.03546142578125, '4': 0.048370361328125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2cccee14a588ee6297fef536e9da0d4ad39ad7ea5215e99966ad58de9b1915b4c1fc001336c46d02e5d9f74148
1232,{'axes': {'0': -0.2901611328125, '1': 0.999969482421875, '2': -1.0, '3': 0.03546142578125, '4': 0.048370361328125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2cccee14a588ee6297fef536e9da0d4ad39ad7ea5215e99966ad58de9b1915b4c1fc001336c46d02e5d9f74148
1237,{'axes': {'0': -0.29302978515625, '1': 0.999969482421875, '2': -1.0, '3': 0.032470703125, '4': 0.056976318359375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d6dac3fbbc4068641e461e5c82465ea36bead3be75c46b642c54bc3481fc89d42ae5f2563e45037e1541fb59e6
1237,{'axes': {'0': -0.29302978515625, '1': 0.999969482421875, '2': -1.0, '3': 0.032470703125, '4': 0.056976318359375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d6dac3fbbc4068641e461e5c82465ea36bead3be75c46b642c54bc3481fc89d42ae5f2563e45037e1541fb59e6
1241,{'axes': {'0': 0.031707763671875, '1': 0.265106201171875, '2': -1.0, '3': 0.032470703125, '4': -0.002288818359375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},38ab38194a41f4786328ea7d0d3263d142482f26816683ed2416f565f8fef940a9ab5be8ff6b13f8e2402069ab
1241,{'axes': {'0': 0.031707763671875, '1': 0.265106201171875, '2': -1.0, '3': 0.032470703125, '4': -0.002288818359375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},38ab38194a41f4786328ea7d0d3263d142482f26816683ed2416f565f8fef940a9ab5be8ff6b13f8e2402069ab
1245,{'axes': {'0': 0.06866455078125, '1': 0.05633544921875, '2': -1.0, '3': 0.032470703125, '4': -0.008087158203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6ece6fd5b184e80251b79e7402a113c82d52903c9b814b257f50c93240edee8aa412961992dee47367af12f3c0
1245,{'axes': {'0': 0.06866455078125, '1': 0.05633544921875, '2': -1.0, '3': 0.032470703125, '4': -0.008087158203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6ece6fd5b184e80251b79e7402a113c82d52903c9b814b257f50c93240edee8aa412961992dee47367af12f3c0
1249,{'axes': {'0': -0.010406494140625, '1': 0.3533935546875, '2': -1.0, '3': 0.032470703125, '4': -0.008087158203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},246cd0eb834785165c9608ecdc84df458de9ae18dab9263c835b226dbfca93648435ca6beebac09498bdb9465c
1249,{'axes': {'0': -0.010406494140625, '1': 0.3533935546875, '2': -1.0, '3': 0.032470703125, '4': -0.008087158203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},246cd0eb834785165c9608ecdc84df458de9ae18dab9263c835b226dbfca93648435ca6beebac09498bdb9465c
1254,{'axes': {'0': -0.338623046875, '1': 0.999969482421875, '2': -1.0, '3': 0.032470703125, '4': -0.0107421875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},37add4b302b0d5d462eba4a168c317d8ebb1ac8383e6d144e847bd46332a8d579e76e0b2125649351656a3041a
1254,{'axes': {'0': -0.338623046875, '1': 0.999969482421875, '2': -1.0, '3': 0.032470703125, '4': -0.0107421875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},37add4b302b0d5d462eba4a168c317d8ebb1ac8383e6d144e847bd46332a8d579e76e0b2125649351656a3041a
1258,{'axes': {'0': 0.00360107421875, '1': 0.09161376953125, '2': -1.0, '3': 0.032470703125, '4': -0.0223388671875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},20ebb1dd39ebab231204c33ad29967bea4784d3b26785997bcc09429c594b716f98a3bb512040de931bf19b0ad
1258,{'axes': {'0': 0.00360107421875, '1': 0.09161376953125, '2': -1.0, '3': 0.032470703125, '4': -0.0223388671875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},20ebb1dd39ebab231204c33ad29967bea4784d3b26785997bcc09429c594b716f98a3bb512040de931bf19b0ad
1262,{'axes': {'0': 0.0416259765625, '1': 0.036163330078125, '2': -1.0, '3': 0.032470703125, '4': -0.01385498046875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d198e6c791580a307cc9f1862f8a7cd7f9fdb3b8e9baced3831c096383140267bff04717954c679396e80895a
1262,{'axes': {'0': 0.0416259765625, '1': 0.036163330078125, '2': -1.0, '3': 0.032470703125, '4': -0.01385498046875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1d198e6c791580a307cc9f1862f8a7cd7f9fdb3b8e9baced3831c096383140267bff04717954c679396e80895a
1266,{'axes': {'0': 0.0447998046875, '1': 0.05194091796875, '2': -1.0, '3': 0.032470703125, '4': -0.000274658203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},caad90de928b226b56e7f5e1b45ae6caee927b6ecb8d998ec43a80ddb0077cd65166635b0f09ac34f97dc55e87
1266,{'axes': {'0': 0.0447998046875, '1': 0.05194091796875, '2': -1.0, '3': 0.032470703125, '4': -0.000274658203125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},caad90de928b226b56e7f5e1b45ae6caee927b6ecb8d998ec43a80ddb0077cd65166635b0f09ac34f97dc55e87
1271,{'axes': {'0': 0.0447998046875, '1': 0.040283203125, '2': -1.0, '3': 0.032470703125, '4': 0.002349853515625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2f9f8c2adfdc2e33cb44ae07c10624d0e8c9a18354eb62bf4de28a7fdbe1494d822f781ce5cafe6496a10df02b
1271,{'axes': {'0': 0.0447998046875, '1': 0.040283203125, '2': -1.0, '3': 0.032470703125, '4': 0.002349853515625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2f9f8c2adfdc2e33cb44ae07c10624d0e8c9a18354eb62bf4de28a7fdbe1494d822f781ce5cafe6496a10df02b
1275,{'axes': {'0': 0.0447998046875, '1': -0.032806396484375, '2': -1.0, '3': 0.032470703125, '4': 0.002349853515625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},914238ff3c397f39be1934065370ca9a800da6cf5c9f5a5afc836d154bd28b7568c6e40cb9965ed0c8ff2ccd87
1275,{'axes': {'0': 0.0447998046875, '1': -0.032806396484375, '2': -1.0, '3': 0.032470703125, '4': 0.002349853515625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},914238ff3c397f39be1934065370ca9a800da6cf5c9f5a5afc836d154bd28b7568c6e40cb9965ed0c8ff2ccd87
1280,{'axes': {'0': 0.0447998046875, '1': -0.06976318359375, '2': -1.0, '3': 0.032470703125, '4': 0.01397705078125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},87ad3726f6c24c2301ee2877bceac267b9e32f6e17d27adec64c3e0d59fe72621b64fce90eae9b0905dfeabfad
1280,{'axes': {'0': 0.0447998046875, '1': -0.06976318359375, '2': -1.0, '3': 0.032470703125, '4': 0.01397705078125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},87ad3726f6c24c2301ee2877bceac267b9e32f6e17d27adec64c3e0d59fe72621b64fce90eae9b0905dfeabfad
1284,{'axes': {'0': 0.13250732421875, '1': -1.0, '2': -1.0, '3': 0.041595458984375, '4': 0.001434326171875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},aa6b98ba833b4152efe18a0441bf6db5940565af10cb3eb6643c4dd947c50730a6e49848a08f4baaa9736a8389
1284,{'axes': {'0': 0.13250732421875, '1': -1.0, '2': -1.0, '3': 0.041595458984375, '4': 0.001434326171875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},aa6b98ba833b4152efe18a0441bf6db5940565af10cb3eb6643c4dd947c50730a6e49848a08f4baaa9736a8389
1288,{'axes': {'0': 0.259063720703125, '1': -1.0, '2': -1.0, '3': 0.041595458984375, '4': 0.001434326171875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3ff67730ad7c0d18ef2052c0a2907652bc448b8f96aced074355f8b698190971688d62d5011841b8271b1ca520
1288,{'axes': {'0': 0.259063720703125, '1': -1.0, '2': -1.0, '3': 0.041595458984375, '4': 0.001434326171875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3ff67730ad7c0d18ef2052c0a2907652bc448b8f96aced074355f8b698190971688d62d5011841b8271b1ca520
1292,{'axes': {'0': 0.280303955078125, '1': -1.0, '2': -1.0, '3': 0.041595458984375, '4': -0.006988525390625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a8e8767bbe99ee8aae570800d4aee05fdbb9b68858db77e6db7c8b585fb119e9e0777a84d1fcf5297a041ceb61
1292,{'axes': {'0': 0.280303955078125, '1': -1.0, '2': -1.0, '3': 0.041595458984375, '4': -0.006988525390625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a8e8767bbe99ee8aae570800d4aee05fdbb9b68858db77e6db7c8b585fb119e9e0777a84d1fcf5297a041ceb61
1297,{'axes': {'0': 0.17083740234375, '1': -1.0, '2': -1.0, '3': 0.041595458984375, '4': -0.029632568359375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f9da578333af38a4cd7ecbc47fb7b07e2ef30c9bfda147a485499888d3852f38c28c77b6e3efcd9d8e42450bb2
1297,{'axes': {'0': 0.17083740234375, '1': -1.0, '2': -1.0, '3': 0.041595458984375, '4': -0.029632568359375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f9da578333af38a4cd7ecbc47fb7b07e2ef30c9bfda147a485499888d3852f38c28c77b6e3efcd9d8e42450bb2
1301,{'axes': {'0': 0.075714111328125, '1': -1.0, '2': -1.0, '3': 0.041595458984375, '4': -0.050262451171875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cb31df42bf16fea329fb622f0491508e3ccc05d6a39a0e1655ddabc6bc2b1b3fa23620a5a707daef625867661f
1301,{'axes': {'0': 0.075714111328125, '1': -1.0, '2': -1.0, '3': 0.041595458984375, '4': -0.050262451171875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cb31df42bf16fea329fb622f0491508e3ccc05d6a39a0e1655ddabc6bc2b1b3fa23620a5a707daef625867661f
1305,{'axes': {'0': -0.01806640625, '1': -1.0, '2': -1.0, '3': 0.041595458984375, '4': -0.047393798828125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ced50264cffb397556e8b085edb99482ede0b6407eb7d540b156203337228292d1af039841a895d0c9700be253
1305,{'axes': {'0': -0.01806640625, '1': -1.0, '2': -1.0, '3': 0.041595458984375, '4': -0.047393798828125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ced50264cffb397556e8b085edb99482ede0b6407eb7d540b156203337228292d1af039841a895d0c9700be253
1309,{'axes': {'0': -0.409515380859375, '1': -1.0, '2': -1.0, '3': 0.11566162109375, '4': -0.030731201171875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5ecb98b2beb5b708e0574a01bab0eaef47866848191336f7ba08fd34bfb0d68a1c178a439a8d0c368ea1b982d4
1309,{'axes': {'0': -0.409515380859375, '1': -1.0, '2': -1.0, '3': 0.11566162109375, '4': -0.030731201171875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5ecb98b2beb5b708e0574a01bab0eaef47866848191336f7ba08fd34bfb0d68a1c178a439a8d0c368ea1b982d4
1313,{'axes': {'0': -0.80474853515625, '1': -0.85418701171875, '2': -1.0, '3': 0.999969482421875, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},483043ce1b5f0180f9c9ec655ec3699ac371ce1d015b986b35ce6f42f1409f2e4dda51babe98cd21ad0b45ad8c
1313,{'axes': {'0': -0.80474853515625, '1': -0.85418701171875, '2': -1.0, '3': 0.999969482421875, '4': 0.00823974609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},483043ce1b5f0180f9c9ec655ec3699ac371ce1d015b986b35ce6f42f1409f2e4dda51babe98cd21ad0b45ad8c
1318,{'axes': {'0': -1.0, '1': -0.55108642578125, '2': -1.0, '3': 0.999969482421875, '4': 0.00628662109375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ef3a52ed136d192876f92b473b0dfb8ed312ed8e470a50f92e00b820ca458f065123690cf14fab6ef4dba0f901
1318,{'axes': {'0': -1.0, '1': -0.55108642578125, '2': -1.0, '3': 0.999969482421875, '4': 0.00628662109375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ef3a52ed136d192876f92b473b0dfb8ed312ed8e470a50f92e00b820ca458f065123690cf14fab6ef4dba0f901
1322,{'axes': {'0': -1.0, '1': -0.378143310546875, '2': -1.0, '3': 0.308746337890625, '4': -0.208892822265625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},74d0ca1c7cc62dfb3fc1d193ca3fcb0a3f7f482974567c4eb4975cd72a87bd02c474686ea0a116897904c666f3
1322,{'axes': {'0': -1.0, '1': -0.378143310546875, '2': -1.0, '3': 0.308746337890625, '4': -0.208892822265625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},74d0ca1c7cc62dfb3fc1d193ca3fcb0a3f7f482974567c4eb4975cd72a87bd02c474686ea0a116897904c666f3
1326,{'axes': {'0': -1.0, '1': -0.229705810546875, '2': -1.0, '3': 0.732421875, '4': -0.168548583984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d230db99761b35468414c0132dbadd28944cc62869d418d1a04461beed36c514f2291039b3dbc1aaea9ab6a533
1326,{'axes': {'0': -1.0, '1': -0.229705810546875, '2': -1.0, '3': 0.732421875, '4': -0.168548583984375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d230db99761b35468414c0132dbadd28944cc62869d418d1a04461beed36c514f2291039b3dbc1aaea9ab6a533
1330,{'axes': {'0': -1.0, '1': -0.183441162109375, '2': -1.0, '3': 0.999969482421875, '4': -0.096893310546875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a15d02384b6e938bdd25836ff14ff0cbfe3c63ebbf884e174381cc0985ada72e6256c1a870ee47b8dcdaa6ae82
1330,{'axes': {'0': -1.0, '1': -0.183441162109375, '2': -1.0, '3': 0.999969482421875, '4': -0.096893310546875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a15d02384b6e938bdd25836ff14ff0cbfe3c63ebbf884e174381cc0985ada72e6256c1a870ee47b8dcdaa6ae82
1334,{'axes': {'0': -1.0, '1': -0.285614013671875, '2': -1.0, '3': 0.999969482421875, '4': -0.26654052734375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ff8d5cf1fb555157da8f2719e8926a71f5d18e9bd78aef2c0abede19ea13aadff974985fe2ff2698311a2a7dbb
1334,{'axes': {'0': -1.0, '1': -0.285614013671875, '2': -1.0, '3': 0.999969482421875, '4': -0.26654052734375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ff8d5cf1fb555157da8f2719e8926a71f5d18e9bd78aef2c0abede19ea13aadff974985fe2ff2698311a2a7dbb
1339,{'axes': {'0': -1.0, '1': -0.47906494140625, '2': -1.0, '3': 0.0780029296875, '4': -0.0965576171875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},23db41bf5946260fbfdb2eadbd13ea64e7b98d7fcdbb907125d26567f9ef2ad07e07ce1f8addbe41a45bb0f00a
1339,{'axes': {'0': -1.0, '1': -0.47906494140625, '2': -1.0, '3': 0.0780029296875, '4': -0.0965576171875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},23db41bf5946260fbfdb2eadbd13ea64e7b98d7fcdbb907125d26567f9ef2ad07e07ce1f8addbe41a45bb0f00a
1342,{'axes': {'0': -0.982696533203125, '1': -0.602508544921875, '2': -1.0, '3': 0.052520751953125, '4': -0.031982421875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},070780a85e1dcd7127eaa7a07f57ec8752dbbfccff9b796664a398f6c990c3c7afa76dbce34a8c1e9d6da4a7c9
1342,{'axes': {'0': -0.982696533203125, '1': -0.602508544921875, '2': -1.0, '3': 0.052520751953125, '4': -0.031982421875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},070780a85e1dcd7127eaa7a07f57ec8752dbbfccff9b796664a398f6c990c3c7afa76dbce34a8c1e9d6da4a7c9
1347,{'axes': {'0': -0.6268310546875, '1': -1.0, '2': -1.0, '3': 0.446075439453125, '4': -0.032806396484375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4274c7ae5bac3d2d3edd071b13897f73a26011a3c0eb54bd6df778d118ada38666259847fa35f5e0c243d6099c
1347,{'axes': {'0': -0.6268310546875, '1': -1.0, '2': -1.0, '3': 0.446075439453125, '4': -0.032806396484375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4274c7ae5bac3d2d3edd071b13897f73a26011a3c0eb54bd6df778d118ada38666259847fa35f5e0c243d6099c
1351,{'axes': {'0': -0.56280517578125, '1': -1.0, '2': -1.0, '3': 0.999969482421875, '4': -0.01922607421875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9992f369e0eeb8cd18a2706f9fed6e263f4fedf724b967eed27e344b2297d223720227acffa842efb2e00970dd
