ID,command,encrypted_cmd
4077,{'axes': {'0': 0.073211669921875, '1': -0.0008544921875, '2': -1.0, '3': 0.016387939453125, '4': 0.01336669921875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f834aadad49daa2bb39e576d2b5c2d6033cb65e85d2fd30e21b041d5a1811cc12c8e06b50f663367df885d6fe6
4077,{'axes': {'0': 0.073211669921875, '1': -0.0008544921875, '2': -1.0, '3': 0.016387939453125, '4': 0.01336669921875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f834aadad49daa2bb39e576d2b5c2d6033cb65e85d2fd30e21b041d5a1811cc12c8e06b50f663367df885d6fe6
4081,{'axes': {'0': 0.068939208984375, '1': -0.044830322265625, '2': -1.0, '3': 0.016387939453125, '4': 0.001800537109375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a8db1f0e08272e01d6358651cdbad80db2fae424663875b7b1a0c0c35b95e10e1316713019447605f53bde38df
4081,{'axes': {'0': 0.068939208984375, '1': -0.044830322265625, '2': -1.0, '3': 0.016387939453125, '4': 0.001800537109375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a8db1f0e08272e01d6358651cdbad80db2fae424663875b7b1a0c0c35b95e10e1316713019447605f53bde38df
4085,{'axes': {'0': 0.066131591796875, '1': 0.00811767578125, '2': -1.0, '3': 0.025238037109375, '4': 0.001800537109375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f04fcff2ea57b9e0127139d80895a154cc9ec71759a5dbc97e86577a8e7061758dec5992671832f65fce717db8
4085,{'axes': {'0': 0.066131591796875, '1': 0.00811767578125, '2': -1.0, '3': 0.025238037109375, '4': 0.001800537109375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f04fcff2ea57b9e0127139d80895a154cc9ec71759a5dbc97e86577a8e7061758dec5992671832f65fce717db8
4089,{'axes': {'0': 0.066131591796875, '1': 0.00811767578125, '2': -1.0, '3': 0.030975341796875, '4': 0.00457763671875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},04465ca117d3453d2cdd97ee456e102273bd5434307bb588e83bb9ac56c29338e2a8ecef2028fcaa0dcd46ea02
4089,{'axes': {'0': 0.066131591796875, '1': 0.00811767578125, '2': -1.0, '3': 0.030975341796875, '4': 0.00457763671875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},04465ca117d3453d2cdd97ee456e102273bd5434307bb588e83bb9ac56c29338e2a8ecef2028fcaa0dcd46ea02
4093,{'axes': {'0': 0.066131591796875, '1': 0.00811767578125, '2': -1.0, '3': 0.0399169921875, '4': 0.00457763671875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2b99af1f76d356ae52bc3e2bc82665a02696c10be19dcc5546a28a762a06cbb42c957cc7a7c8b18ac96cd5bb64
4093,{'axes': {'0': 0.066131591796875, '1': 0.00811767578125, '2': -1.0, '3': 0.0399169921875, '4': 0.00457763671875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2b99af1f76d356ae52bc3e2bc82665a02696c10be19dcc5546a28a762a06cbb42c957cc7a7c8b18ac96cd5bb64
4098,{'axes': {'0': 0.084869384765625, '1': 0.050872802734375, '2': -1.0, '3': 0.045928955078125, '4': 0.0010986328125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a4cd22fab3879668a519a45b53b5c10c224f856bf197f24ea8c4a8c0ff896cb1742bfd62a520d1fd9e625393f3
4098,{'axes': {'0': 0.084869384765625, '1': 0.050872802734375, '2': -1.0, '3': 0.045928955078125, '4': 0.0010986328125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a4cd22fab3879668a519a45b53b5c10c224f856bf197f24ea8c4a8c0ff896cb1742bfd62a520d1fd9e625393f3
4102,{'axes': {'0': 0.99224853515625, '1': 0.541717529296875, '2': -1.0, '3': 0.045928955078125, '4': 0.006378173828125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a0282a90766fe9be1f361c2b7e287a6b2076d39555c1ed27bb198faebd5c2838ae202eb6a82ba662efe485c39b
4102,{'axes': {'0': 0.99224853515625, '1': 0.541717529296875, '2': -1.0, '3': 0.045928955078125, '4': 0.006378173828125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a0282a90766fe9be1f361c2b7e287a6b2076d39555c1ed27bb198faebd5c2838ae202eb6a82ba662efe485c39b
4106,{'axes': {'0': 0.107330322265625, '1': 0.21563720703125, '2': -1.0, '3': 0.045928955078125, '4': 0.006378173828125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},db807c868e04449c098df0f67539866659332c0160be647003b69a172b2d632c3a596d32a688874e713069fec6
4106,{'axes': {'0': 0.107330322265625, '1': 0.21563720703125, '2': -1.0, '3': 0.045928955078125, '4': 0.006378173828125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},db807c868e04449c098df0f67539866659332c0160be647003b69a172b2d632c3a596d32a688874e713069fec6
4110,{'axes': {'0': 0.044036865234375, '1': 0.04229736328125, '2': -1.0, '3': 0.045928955078125, '4': 0.006378173828125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3c0505b5e67331556ca61e5ff07c318c93e75a52c0db13c24d910981d48ed062e0bd4275331be053cadec1a406
4110,{'axes': {'0': 0.044036865234375, '1': 0.04229736328125, '2': -1.0, '3': 0.045928955078125, '4': 0.006378173828125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3c0505b5e67331556ca61e5ff07c318c93e75a52c0db13c24d910981d48ed062e0bd4275331be053cadec1a406
4114,{'axes': {'0': 0.041229248046875, '1': 0.03631591796875, '2': -1.0, '3': 0.045928955078125, '4': 0.006378173828125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},45518b09fd37e81611ffd2c80aded8cdc89b127d0ab882e310c71bb0c33db768bc788addd6f2061617a8c75971
4114,{'axes': {'0': 0.041229248046875, '1': 0.03631591796875, '2': -1.0, '3': 0.045928955078125, '4': 0.006378173828125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},45518b09fd37e81611ffd2c80aded8cdc89b127d0ab882e310c71bb0c33db768bc788addd6f2061617a8c75971
4119,{'axes': {'0': 0.041229248046875, '1': 0.03631591796875, '2': -1.0, '3': 0.045928955078125, '4': 0.006378173828125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},45518b09fd37e81611ffd2c80aded8cdc89b127d0ab882e310c71bb0c33db768bc788addd6f2061617a8c75971
4123,{'axes': {'0': 0.045379638671875, '1': 0.01654052734375, '2': -1.0, '3': 0.045928955078125, '4': 0.006378173828125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},67a8923d866cbe2fd2f4bdc853d5efb1f4dc37ae7216641e8b83f7a6e6226657bae50f164694b6a14cad21da67
4123,{'axes': {'0': 0.045379638671875, '1': 0.01654052734375, '2': -1.0, '3': 0.045928955078125, '4': 0.006378173828125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},67a8923d866cbe2fd2f4bdc853d5efb1f4dc37ae7216641e8b83f7a6e6226657bae50f164694b6a14cad21da67
4127,{'axes': {'0': 0.60418701171875, '1': -0.41400146484375, '2': -1.0, '3': 0.045928955078125, '4': 0.01239013671875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b0788c80e45889935adb6c4347e960a51cc18971cc41596b9400da5045acd0c9936342d186d8d1d5ce6b5efdba
4127,{'axes': {'0': 0.60418701171875, '1': -0.41400146484375, '2': -1.0, '3': 0.045928955078125, '4': 0.01239013671875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b0788c80e45889935adb6c4347e960a51cc18971cc41596b9400da5045acd0c9936342d186d8d1d5ce6b5efdba
4132,{'axes': {'0': 0.999969482421875, '1': -0.5804443359375, '2': -1.0, '3': 0.045928955078125, '4': 0.03302001953125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4467991714d8a0fc050e4a7fb81283c6e1c39326350e7aa4d19de88257bed21f2f8e121182964cccd75c642b66
4132,{'axes': {'0': 0.999969482421875, '1': -0.5804443359375, '2': -1.0, '3': 0.045928955078125, '4': 0.03302001953125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4467991714d8a0fc050e4a7fb81283c6e1c39326350e7aa4d19de88257bed21f2f8e121182964cccd75c642b66
4136,{'axes': {'0': 0.84100341796875, '1': -0.835723876953125, '2': -1.0, '3': 0.045928955078125, '4': 0.038604736328125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},71fa65c89a254402a5f95cae342964476dcf569fd1297f2507bcdf569b1d253180f980bd4d9af6500d53b56fe5
4136,{'axes': {'0': 0.84100341796875, '1': -0.835723876953125, '2': -1.0, '3': 0.045928955078125, '4': 0.038604736328125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},71fa65c89a254402a5f95cae342964476dcf569fd1297f2507bcdf569b1d253180f980bd4d9af6500d53b56fe5
4141,{'axes': {'0': 0.780242919921875, '1': -0.896759033203125, '2': -1.0, '3': 0.016510009765625, '4': 0.028167724609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cc1aefe6c69112c9aaca904d17d567f2dddfe21096424afb505d5665c5648d63116d5828f473f3ae56850afd9e
4141,{'axes': {'0': 0.780242919921875, '1': -0.896759033203125, '2': -1.0, '3': 0.016510009765625, '4': 0.028167724609375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cc1aefe6c69112c9aaca904d17d567f2dddfe21096424afb505d5665c5648d63116d5828f473f3ae56850afd9e
4144,{'axes': {'0': 0.979583740234375, '1': -0.608612060546875, '2': -1.0, '3': -0.222320556640625, '4': 0.031005859375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0b3f7df9a3d51c3aca13e54da9e4a404b3d82fc22e2901fcd9f37ad38cb3436ac3436a4e2a6d3a8024f465e67d
4145,{'axes': {'0': 0.979583740234375, '1': -0.608612060546875, '2': -1.0, '3': -0.222320556640625, '4': 0.031005859375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0b3f7df9a3d51c3aca13e54da9e4a404b3d82fc22e2901fcd9f37ad38cb3436ac3436a4e2a6d3a8024f465e67d
4149,{'axes': {'0': 0.999969482421875, '1': 0.05633544921875, '2': -1.0, '3': -1.0, '4': 0.128204345703125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47f4877faeb7540ddf6a58f53c15ab44a350dd79ba6b7dcde3e09898472bf0e702e0581754be976cbb1b7205eb
4149,{'axes': {'0': 0.999969482421875, '1': 0.05633544921875, '2': -1.0, '3': -1.0, '4': 0.128204345703125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},47f4877faeb7540ddf6a58f53c15ab44a350dd79ba6b7dcde3e09898472bf0e702e0581754be976cbb1b7205eb
4153,{'axes': {'0': 0.054473876953125, '1': 0.061737060546875, '2': -1.0, '3': -1.0, '4': 0.1341552734375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},830cfc684d68fa61104e1b742562f4160e25a0c8a42697ee04a1a0a9070dba08e7bf47f3457b3784fb28529b4f
4153,{'axes': {'0': 0.054473876953125, '1': 0.061737060546875, '2': -1.0, '3': -1.0, '4': 0.1341552734375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},830cfc684d68fa61104e1b742562f4160e25a0c8a42697ee04a1a0a9070dba08e7bf47f3457b3784fb28529b4f
4157,{'axes': {'0': -0.52569580078125, '1': 0.367340087890625, '2': -1.0, '3': -0.006439208984375, '4': -0.030731201171875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8e28bf791076325395603fc95a0397e4c46d6310cb6879ec04892fba4c4577bf25a6d2126509c2453261fda386
4157,{'axes': {'0': -0.52569580078125, '1': 0.367340087890625, '2': -1.0, '3': -0.006439208984375, '4': -0.030731201171875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8e28bf791076325395603fc95a0397e4c46d6310cb6879ec04892fba4c4577bf25a6d2126509c2453261fda386
4162,{'axes': {'0': -1.0, '1': 0.482513427734375, '2': -1.0, '3': 0.031585693359375, '4': 0.000701904296875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},75c939672bc105fabe8d9f9d6a948a80edae2fbefe64ecace19f5c3b826094b298b85484bef69be3bc5a3eb398
4162,{'axes': {'0': -1.0, '1': 0.482513427734375, '2': -1.0, '3': 0.031585693359375, '4': 0.000701904296875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},75c939672bc105fabe8d9f9d6a948a80edae2fbefe64ecace19f5c3b826094b298b85484bef69be3bc5a3eb398
4166,{'axes': {'0': -0.87115478515625, '1': 0.022369384765625, '2': -1.0, '3': 0.0343017578125, '4': -0.000152587890625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f90af1570122c8a4744cb840adb0f32475211ee15bdf37d3fee625433435109efe1b8fda44e38595681893bb8d
4166,{'axes': {'0': -0.87115478515625, '1': 0.022369384765625, '2': -1.0, '3': 0.0343017578125, '4': -0.000152587890625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f90af1570122c8a4744cb840adb0f32475211ee15bdf37d3fee625433435109efe1b8fda44e38595681893bb8d
4170,{'axes': {'0': -0.008087158203125, '1': 0.012359619140625, '2': -1.0, '3': 0.42950439453125, '4': 0.0531005859375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},86ba83646e31f702476d8acca34916c84233b17b73a407724265364af034e4b1c6588171bd00b1ef06fc6b52e5
4170,{'axes': {'0': -0.008087158203125, '1': 0.012359619140625, '2': -1.0, '3': 0.42950439453125, '4': 0.0531005859375, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},86ba83646e31f702476d8acca34916c84233b17b73a407724265364af034e4b1c6588171bd00b1ef06fc6b52e5
4174,{'axes': {'0': 0.018280029296875, '1': 0.015228271484375, '2': -1.0, '3': 0.98443603515625, '4': 0.371002197265625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4ff00e06b198f4d967e653ab10a637374931c903ea6c267a5a3a22a0249a3c6e3c5b05943ca7fb35b7c49bd619
4174,{'axes': {'0': 0.018280029296875, '1': 0.015228271484375, '2': -1.0, '3': 0.98443603515625, '4': 0.371002197265625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4ff00e06b198f4d967e653ab10a637374931c903ea6c267a5a3a22a0249a3c6e3c5b05943ca7fb35b7c49bd619
4178,{'axes': {'0': 0.021270751953125, '1': 0.015228271484375, '2': -1.0, '3': 0.072998046875, '4': 0.09967041015625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},883a23e4186bc1a2b0bba700c77782a2e1050b46fdd3e3fc2deb1cd8838d5822a7bbb6da30e3e41e79be09ee29
4178,{'axes': {'0': 0.021270751953125, '1': 0.015228271484375, '2': -1.0, '3': 0.072998046875, '4': 0.09967041015625, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},883a23e4186bc1a2b0bba700c77782a2e1050b46fdd3e3fc2deb1cd8838d5822a7bbb6da30e3e41e79be09ee29
4183,{'axes': {'0': 0.062774658203125, '1': -0.80291748046875, '2': -1.0, '3': 0.0357666015625, '4': 0.03143310546875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},129be5b73669d07d6627337b6b1495339b883c8c5d5c22e01f48b05e3f67f59b803d0c2cf9a4070b4cd7c8d2f9
4183,{'axes': {'0': 0.062774658203125, '1': -0.80291748046875, '2': -1.0, '3': 0.0357666015625, '4': 0.03143310546875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},129be5b73669d07d6627337b6b1495339b883c8c5d5c22e01f48b05e3f67f59b803d0c2cf9a4070b4cd7c8d2f9
4186,{'axes': {'0': 0.925079345703125, '1': -0.68988037109375, '2': -1.0, '3': 0.0357666015625, '4': 0.03143310546875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7a61a2da787e855d3ddd2d85e7efe099cd91be644f2a7c53131514b10501704bdf709ed10463f8edf30ec0700c
4186,{'axes': {'0': 0.925079345703125, '1': -0.68988037109375, '2': -1.0, '3': 0.0357666015625, '4': 0.03143310546875, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7a61a2da787e855d3ddd2d85e7efe099cd91be644f2a7c53131514b10501704bdf709ed10463f8edf30ec0700c
4191,{'axes': {'0': 0.1671142578125, '1': -0.420806884765625, '2': -1.0, '3': 0.0513916015625, '4': 0.011016845703125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},680b48f74519cb4ad0c9d37193ccb0f55eee17aec35fca8daeaec2aef9bd9a4afbaa3439183753873b86e3eec0
4191,{'axes': {'0': 0.1671142578125, '1': -0.420806884765625, '2': -1.0, '3': 0.0513916015625, '4': 0.011016845703125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},680b48f74519cb4ad0c9d37193ccb0f55eee17aec35fca8daeaec2aef9bd9a4afbaa3439183753873b86e3eec0
4195,{'axes': {'0': -0.023712158203125, '1': 0.0057373046875, '2': -1.0, '3': 0.054351806640625, '4': 0.011016845703125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8579fa119761fbd7b6d2517c31f3dc872ba7a96795dc2899eb0c8db7927cedcf0b0871016e50b9748a16f7438
4195,{'axes': {'0': -0.023712158203125, '1': 0.0057373046875, '2': -1.0, '3': 0.054351806640625, '4': 0.011016845703125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e8579fa119761fbd7b6d2517c31f3dc872ba7a96795dc2899eb0c8db7927cedcf0b0871016e50b9748a16f7438
4199,{'axes': {'0': 0.026519775390625, '1': 0.03240966796875, '2': -1.0, '3': 0.054351806640625, '4': 0.011016845703125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9b98887d468682bdacf07cb8390e415fc5bef45494b63be8f415d89d799a07bd4e84ba211509aa94ad9812e187
4199,{'axes': {'0': 0.026519775390625, '1': 0.03240966796875, '2': -1.0, '3': 0.054351806640625, '4': 0.011016845703125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},9b98887d468682bdacf07cb8390e415fc5bef45494b63be8f415d89d799a07bd4e84ba211509aa94ad9812e187
4203,{'axes': {'0': 0.044097900390625, '1': 0.047943115234375, '2': -1.0, '3': 0.054351806640625, '4': 0.00830078125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4667733292633011ea0517de09e22c62a845a83a9e1c893e4d14df9a95474076da093289c864ee86e638fd1e66
4203,{'axes': {'0': 0.044097900390625, '1': 0.047943115234375, '2': -1.0, '3': 0.054351806640625, '4': 0.00830078125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},4667733292633011ea0517de09e22c62a845a83a9e1c893e4d14df9a95474076da093289c864ee86e638fd1e66
4207,{'axes': {'0': 0.044097900390625, '1': 0.053558349609375, '2': -1.0, '3': 0.054351806640625, '4': 0.00830078125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bd3e95a862c7c2ad1d532a53e979743d255e330ac98eeb5387cdb473b610a1810cba23e57ad4304f6bfad0a7e2
4207,{'axes': {'0': 0.044097900390625, '1': 0.053558349609375, '2': -1.0, '3': 0.054351806640625, '4': 0.00830078125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},bd3e95a862c7c2ad1d532a53e979743d255e330ac98eeb5387cdb473b610a1810cba23e57ad4304f6bfad0a7e2
4212,{'axes': {'0': 0.044097900390625, '1': 0.071044921875, '2': -1.0, '3': 0.054351806640625, '4': 0.00830078125, '5': -1.0, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0b7283a7d527a036362be5a8adafe0537ac13244bd5dfbaab8d6181857ca1ac6c6dab2bf0c15cfbe62bc1deafc
