frame_id,frame_counter,fps,retry_status
1,1,111.5824601389978,0
2,2,5.878887682848444,0
3,3,6.342944392926309,0
4,4,7.973405821383084,0
5,5,7.013890730352586,0
6,6,8.143096815874694,0
7,7,7.051007794432877,0
8,8,7.5762803383975745,0
9,9,7.3740898496784375,0
10,10,8.465178129885635,0
11,11,7.838715543346125,0
12,12,10.114320648907256,0
13,13,8.699784949603808,0
14,14,10.692143165019756,0
15,15,8.531410357203365,0
16,16,10.445900062550365,0
17,17,11.154334032357061,0
18,18,10.133059944990508,0
19,19,9.607072373435159,0
20,20,10.665687129455259,0
-1,21,9.307685683365216,1
-1,0,14.431932232237683,1
-1,0,14.070968984806123,1
-1,0,14.037616460327008,1
37,0,13.455810273388042,1
38,38,14.05902930735998,0
39,39,8.62472022544365,0
39,40,9.085946016122927,1
40,40,14.578476332843826,0
41,41,9.600986274022192,0
42,42,9.182187042768833,0
43,43,9.715491451179114,0
44,44,8.772032856941378,0
45,45,9.640622839493071,0
46,46,9.688988037957037,0
47,47,9.15762958128635,0
48,48,9.035118467320416,0
49,49,9.682388606726715,0
49,50,8.60778710156165,1
49,50,15.137962773317424,1
50,50,13.034628824911783,0
51,51,6.89366860172234,0
52,52,8.278306258845443,0
53,53,8.432747414914171,0
54,54,9.42720198151944,0
55,55,9.025044072714037,0
56,56,9.565029152450185,0
57,57,8.62322428851327,0
57,58,8.61638369109923,1
58,58,16.799053005334475,0
59,59,8.31821795315911,0
-1,60,10.100604341235616,1
-1,0,12.462944395550613,1
65,0,13.317904806083865,1
66,66,15.992976910915626,0
-1,67,9.67688746909431,1
-1,0,15.320823011869285,1
-1,0,14.003018744536346,1
-1,0,13.199004077159998,1
81,0,14.195912765957514,1
82,82,14.69765814907208,0
83,83,8.485868516822165,0
84,84,10.618113854341509,0
85,85,9.403711057583484,0
86,86,9.46175303970893,0
-1,87,9.773964750248021,1
90,0,13.725061219781546,1
91,91,14.94431650490555,0
92,92,9.45407214681196,0
93,93,9.830891075311575,0
94,94,9.391262497280964,0
94,95,10.29964467885735,1
95,95,16.56595724302123,0
96,96,9.943886648110833,0
97,97,9.734100961276901,0
98,98,10.182752714971036,0
99,99,10.44201760021394,0
100,100,9.978959264585436,0
100,101,10.078930423503234,1
101,101,16.326011908349805,0
102,102,12.514071604039058,0
103,103,23.22818052529351,0
104,104,23.135028127299616,0
105,105,24.3829421025711,0
109,106,22.29706206267644,1
-1,110,37.29759527828474,1
116,0,34.92967659219605,1
