Video,Frame,PSNR,SSIM,MSE,RMSE,MAE,NRMSE,Correlation,GMS,Edge_Similarity,LPIPS,VMAF
4Mbit_Loss5_Fortnite,0,17.585658,0.751017,1133.742720,33.671096,16.950645,0.555018,0.425353,0.508005,0.277001,0.542978,1.110595
4Mbit_Loss5_Fortnite,1,17.583557,0.740442,1134.291534,33.679245,17.214756,0.549547,0.438224,0.508639,0.260905,0.555101,2.285494
4Mbit_Loss5_Fortnite,2,17.117688,0.677497,1262.733090,35.534956,19.530246,0.571654,0.390004,0.490313,0.222203,0.600803,3.392912
4Mbit_Loss5_Fortnite,3,17.274210,0.669652,1218.033910,34.900343,19.544314,0.568338,0.383712,0.490089,0.212642,0.617151,8.235646
4Mbit_Loss5_Fortnite,4,16.826127,0.663515,1350.416369,36.748012,20.220785,0.577654,0.388612,0.486652,0.200790,0.611984,9.955436
4Mbit_Loss5_Fortnite,5,16.815883,0.662750,1353.605499,36.791378,20.280341,0.574338,0.389551,0.480484,0.189373,0.618785,9.355666
4Mbit_Loss5_Fortnite,6,16.294040,0.599700,1526.428027,39.069528,23.095289,0.624978,0.297845,0.438679,0.122696,0.618175,11.753609
4Mbit_Loss5_Fortnite,7,16.069720,0.613746,1607.342172,40.091672,25.747692,0.618649,0.382973,0.374995,0.136539,0.685007,14.223448
4Mbit_Loss5_Fortnite,8,14.140863,0.545337,2506.074957,50.060713,35.128570,0.624052,0.280720,0.379470,0.125759,0.711638,14.735959
4Mbit_Loss5_Fortnite,9,14.593267,0.563023,2258.154708,47.520045,33.940250,0.607168,0.303562,0.414370,0.126170,0.680659,13.274733
4Mbit_Loss5_Fortnite,10,12.966031,0.385715,3284.560709,57.311087,44.348656,0.801007,0.118111,0.392530,0.044071,0.767855,0.000000
4Mbit_Loss5_Fortnite,11,13.298928,0.432304,3042.198907,55.156132,42.780988,0.765451,0.118048,0.387448,0.045401,0.743927,0.000000
4Mbit_Loss5_Fortnite,12,13.609199,0.457106,2832.438208,53.220656,40.198017,0.738475,0.143266,0.377819,0.047392,0.785403,0.000000
4Mbit_Loss5_Fortnite,13,14.188513,0.485344,2478.728793,49.786834,37.155310,0.705846,0.198271,0.395200,0.047028,0.783306,0.000000
4Mbit_Loss5_Fortnite,14,14.219373,0.499120,2461.178107,49.610262,37.326067,0.675761,0.217737,0.409230,0.049429,0.795630,0.000000
4Mbit_Loss5_Fortnite,15,14.336254,0.490670,2395.824398,48.947159,36.720170,0.690554,0.238922,0.386982,0.050677,0.798582,0.000000
4Mbit_Loss5_Fortnite,16,14.524126,0.488275,2294.392910,47.899822,35.688333,0.675923,0.252251,0.386043,0.048127,0.791553,0.000000
4Mbit_Loss5_Fortnite,17,14.520118,0.483780,2296.510921,47.921925,35.753248,0.676249,0.248421,0.383793,0.048770,0.782800,0.000000
4Mbit_Loss5_Fortnite,18,14.211391,0.456950,2465.705621,49.655872,36.910081,0.699064,0.245380,0.382368,0.045529,0.794188,0.000000
4Mbit_Loss5_Fortnite,19,13.804433,0.437940,2707.927871,52.037754,38.194156,0.731794,0.253227,0.374326,0.043717,0.800407,0.000000
4Mbit_Loss5_Fortnite,20,13.611929,0.420248,2830.658216,53.203930,38.868596,0.739709,0.264349,0.375961,0.043718,0.795010,0.000000
4Mbit_Loss5_Fortnite,21,13.441027,0.412027,2944.269863,54.261127,39.657346,0.741155,0.257957,0.376448,0.046545,0.790740,0.000000
