Video,Frame,PSNR,SSIM,MSE,RMSE,MAE,NRMSE,Correlation,GMS,Edge_Similarity,LPIPS,VMAF
4Mbit_Loss5_Fortnite,22,13.282289,0.391478,3053.876127,55.261887,40.338597,0.751666,0.272131,0.381093,0.048049,0.784874,0.000000
4Mbit_Loss5_Fortnite,23,13.247989,0.387868,3078.091394,55.480550,40.215193,0.756099,0.293228,0.388037,0.050831,0.778655,0.000000
4Mbit_Loss5_Fortnite,24,13.253632,0.386718,3074.093930,55.444512,40.410638,0.739499,0.299676,0.398554,0.053159,0.761680,0.000000
4Mbit_Loss5_Fortnite,25,12.856233,0.369458,3368.659191,58.040152,42.388597,0.761839,0.275630,0.392767,0.052703,0.774911,0.000000
4Mbit_Loss5_Fortnite,26,12.706596,0.368080,3486.749608,59.048705,42.842021,0.763042,0.270756,0.396342,0.054801,0.771152,1.079676
4Mbit_Loss5_Fortnite,27,12.844527,0.372843,3377.751329,58.118425,42.148515,0.754043,0.278372,0.410359,0.053992,0.761452,0.000000
4Mbit_Loss5_Fortnite,28,12.751417,0.364722,3450.950221,58.744789,42.229811,0.752481,0.284444,0.408912,0.054649,0.765028,0.000000
4Mbit_Loss5_Fortnite,29,12.850607,0.363468,3373.025634,58.077755,41.923131,0.744963,0.289563,0.401312,0.052037,0.769068,0.000000
4Mbit_Loss5_Fortnite,30,13.034667,0.379027,3233.059412,56.859998,41.314677,0.730446,0.304115,0.411596,0.051557,0.760348,0.000000
4Mbit_Loss5_Fortnite,31,12.916871,0.375757,3321.951145,57.636370,42.193136,0.738992,0.290318,0.394219,0.047508,0.777269,0.000000
4Mbit_Loss5_Fortnite,32,12.705470,0.380936,3487.653529,59.056359,43.327368,0.746284,0.276954,0.415393,0.048971,0.771220,0.000000
4Mbit_Loss5_Fortnite,33,12.686622,0.387531,3502.822498,59.184647,43.395307,0.744439,0.270500,0.417522,0.047207,0.762268,0.000000
4Mbit_Loss5_Fortnite,34,12.549024,0.373962,3615.579640,60.129690,44.330390,0.756630,0.271783,0.393955,0.047385,0.777703,0.000000
4Mbit_Loss5_Fortnite,35,12.596394,0.376033,3576.357995,59.802659,44.190763,0.748053,0.288102,0.392864,0.045377,0.786358,0.000000
4Mbit_Loss5_Fortnite,36,12.640717,0.376591,3540.043632,59.498266,43.842270,0.738086,0.312357,0.403247,0.046928,0.782246,0.000000
4Mbit_Loss5_Fortnite,37,12.662271,0.383106,3522.518725,59.350811,43.027077,0.725465,0.332239,0.409626,0.048247,0.781043,0.000000
4Mbit_Loss5_Fortnite,38,12.632451,0.391235,3546.788419,59.554919,42.557855,0.713275,0.345558,0.410312,0.050812,0.770213,0.000000
4Mbit_Loss5_Fortnite,39,12.514708,0.398375,3644.261624,60.367720,42.526941,0.704971,0.349582,0.416153,0.052459,0.767920,0.000000
4Mbit_Loss5_Fortnite,40,12.288533,0.405130,3839.079401,61.960305,43.799817,0.707698,0.334902,0.422123,0.056631,0.762231,0.066800
4Mbit_Loss5_Fortnite,41,11.972877,0.401648,4128.503945,64.253435,45.306491,0.720661,0.308350,0.414566,0.056389,0.772899,0.000000
4Mbit_Loss5_Fortnite,42,11.856627,0.398332,4240.506049,65.119168,46.027799,0.724069,0.290081,0.412163,0.055514,0.772324,0.000000
4Mbit_Loss5_Fortnite,43,11.787123,0.397467,4308.916052,65.642334,46.683781,0.726788,0.264882,0.409854,0.055470,0.781505,0.000000
4Mbit_Loss5_Fortnite,44,11.705657,0.392681,4390.506843,66.260900,47.185181,0.735751,0.233463,0.408158,0.053719,0.784578,0.000000
4Mbit_Loss5_Fortnite,45,11.777852,0.395024,4318.124409,65.712437,47.248031,0.732157,0.219851,0.417571,0.053660,0.782486,0.000000
4Mbit_Loss5_Fortnite,46,11.857477,0.391098,4239.676377,65.112797,46.980793,0.726211,0.219424,0.415033,0.054279,0.778925,0.000000
4Mbit_Loss5_Fortnite,47,11.923347,0.391767,4175.857827,64.620878,46.734138,0.719183,0.220746,0.411223,0.053920,0.784434,0.000000
4Mbit_Loss5_Fortnite,48,12.036794,0.395995,4068.187588,63.782345,46.113140,0.705063,0.237365,0.423675,0.054811,0.770405,0.000000
4Mbit_Loss5_Fortnite,49,12.236898,0.409256,3884.995779,62.329734,45.116217,0.683759,0.272460,0.430531,0.055813,0.767052,0.000000
4Mbit_Loss5_Fortnite,50,12.298450,0.408129,3830.322615,61.889600,44.634003,0.673850,0.294503,0.431846,0.057939,0.766069,0.000000
4Mbit_Loss5_Fortnite,51,12.269765,0.404964,3855.705213,62.094325,44.823090,0.669974,0.299413,0.434832,0.057311,0.772064,0.000000
4Mbit_Loss5_Fortnite,52,12.280010,0.408004,3846.620984,62.021133,44.857407,0.662779,0.309365,0.440291,0.059647,0.764712,0.000000
4Mbit_Loss5_Fortnite,53,12.246620,0.402721,3876.308924,62.260011,45.105788,0.659254,0.315828,0.434801,0.056967,0.766314,0.418974
4Mbit_Loss5_Fortnite,54,12.222759,0.399609,3897.664175,62.431276,45.328117,0.655242,0.325357,0.432722,0.058066,0.763685,1.439768
4Mbit_Loss5_Fortnite,55,12.215910,0.402441,3903.816593,62.480530,45.446960,0.650682,0.342013,0.424306,0.058860,0.764299,3.675041
4Mbit_Loss5_Fortnite,56,12.264647,0.402505,3860.251721,62.130924,45.300975,0.644077,0.349090,0.435837,0.058559,0.751456,0.000000
4Mbit_Loss5_Fortnite,57,12.195565,0.406175,3922.146999,62.627047,45.280604,0.651942,0.337022,0.439492,0.061210,0.752104,0.335389
4Mbit_Loss5_Fortnite,58,12.149230,0.403163,3964.216206,62.962022,45.392983,0.656328,0.335908,0.439564,0.061469,0.745813,0.000000
4Mbit_Loss5_Fortnite,59,12.073793,0.401541,4033.676563,63.511232,45.675296,0.660728,0.329988,0.438704,0.062034,0.753015,0.000000
4Mbit_Loss5_Fortnite,60,12.050075,0.399518,4055.766175,63.684898,45.730100,0.662708,0.336055,0.441848,0.062156,0.752706,0.000000
4Mbit_Loss5_Fortnite,61,12.020025,0.398120,4083.926352,63.905605,45.885049,0.664768,0.338896,0.440427,0.063174,0.757165,0.000000
4Mbit_Loss5_Fortnite,62,12.005167,0.392353,4097.921526,64.015010,45.934084,0.666073,0.340160,0.445779,0.061926,0.749168,0.000000
4Mbit_Loss5_Fortnite,63,12.041684,0.402768,4063.609408,63.746446,45.582948,0.665978,0.345831,0.453378,0.063020,0.745677,0.000000
4Mbit_Loss5_Fortnite,64,12.117534,0.428344,3993.254005,63.192199,44.990940,0.666142,0.349413,0.479162,0.073014,0.727245,0.369948
4Mbit_Loss5_Fortnite,65,12.117771,0.413995,3993.036438,63.190477,45.005075,0.668561,0.343432,0.472592,0.070589,0.727094,0.000000
4Mbit_Loss5_Fortnite,66,12.127750,0.407512,3983.871805,63.117920,44.984764,0.671799,0.334124,0.464570,0.066794,0.729705,0.000000
4Mbit_Loss5_Fortnite,67,12.135655,0.404114,3976.626644,63.060500,45.026346,0.673706,0.332590,0.461582,0.067931,0.727593,0.000000
4Mbit_Loss5_Fortnite,68,12.053823,0.399937,4052.267176,63.657420,45.596875,0.681351,0.322756,0.452299,0.064710,0.737274,0.000000
4Mbit_Loss5_Fortnite,69,11.960289,0.394540,4140.487400,64.346619,46.308127,0.689711,0.320487,0.441237,0.064587,0.736447,0.000000
4Mbit_Loss5_Fortnite,70,11.992022,0.397296,4110.343934,64.111964,46.468313,0.687856,0.327749,0.433266,0.063040,0.746646,0.000000
4Mbit_Loss5_Fortnite,71,12.035455,0.403954,4069.441745,63.792176,46.646724,0.685279,0.329282,0.430746,0.063163,0.750847,0.000000
4Mbit_Loss5_Fortnite,72,12.116664,0.418840,3994.054482,63.198532,46.013069,0.682192,0.336377,0.454672,0.063413,0.739754,0.000000
4Mbit_Loss5_Fortnite,73,11.902672,0.405500,4195.784650,64.774877,47.346635,0.700791,0.314205,0.414109,0.062394,0.773645,0.000000
4Mbit_Loss5_Fortnite,74,11.744057,0.402463,4351.857579,65.968611,48.775638,0.715686,0.280123,0.396762,0.066965,0.766264,0.000000
4Mbit_Loss5_Fortnite,75,11.587142,0.395225,4511.970036,67.171199,50.166252,0.729781,0.235481,0.389255,0.062494,0.766645,0.000000
4Mbit_Loss5_Fortnite,76,11.600934,0.386224,4497.663738,67.064624,50.107747,0.729919,0.242032,0.389677,0.060465,0.779216,0.000000
4Mbit_Loss5_Fortnite,77,11.646960,0.394955,4450.249643,66.710191,49.713615,0.727692,0.250191,0.397541,0.060469,0.778334,0.000000
4Mbit_Loss5_Fortnite,78,11.636200,0.393543,4461.288759,66.792880,49.382853,0.732921,0.264432,0.391335,0.064406,0.774048,0.456432
4Mbit_Loss5_Fortnite,79,11.803048,0.410951,4293.145381,65.522098,48.121484,0.724202,0.296562,0.384089,0.067249,0.781034,0.091342
4Mbit_Loss5_Fortnite,80,11.990997,0.430050,4111.313662,64.119526,46.696770,0.714784,0.327038,0.388826,0.064352,0.775934,0.000000
4Mbit_Loss5_Fortnite,81,12.001719,0.435501,4101.176932,64.040432,45.796038,0.728517,0.354268,0.380141,0.064352,0.790135,0.000000
4Mbit_Loss5_Fortnite,82,12.106845,0.445867,4003.094907,63.270016,44.389220,0.738673,0.388600,0.377419,0.066416,0.788099,1.252268
4Mbit_Loss5_Fortnite,83,12.260221,0.453645,3864.188468,62.162597,43.096769,0.746277,0.406943,0.371772,0.066419,0.790061,0.000000
4Mbit_Loss5_Fortnite,84,12.323870,0.443373,3807.968474,61.708739,43.008978,0.782125,0.396755,0.377070,0.068367,0.791765,0.000000
4Mbit_Loss5_Fortnite,85,12.716047,0.465601,3479.170307,58.984492,41.723219,0.805906,0.421969,0.390695,0.071031,0.770981,1.404369
4Mbit_Loss5_Fortnite,86,12.607874,0.443597,3566.916948,59.723672,43.461788,0.853725,0.358651,0.401247,0.070879,0.763805,1.747217
4Mbit_Loss5_Fortnite,87,12.487060,0.427585,3667.535491,60.560181,45.164084,0.885593,0.301464,0.397831,0.064978,0.774611,0.000000
4Mbit_Loss5_Fortnite,88,11.756759,0.384209,4339.147698,65.872207,50.951378,0.968758,0.129785,0.388695,0.059753,0.792985,0.000000
