frame_id,resolution,Frame Size(Byte),GOP,current_srv_fps,processing_time,bitrate
1,(1280, 720),2764800,3,34.52605429266253,0.016119852000201718,1400
2,(1280, 720),2764800,3,30.815657164337544,0.012046969000039098,1400
3,(1280, 720),2764800,3,41.47856483157348,0.011228822000020955,1400
4,(1280, 720),2764800,3,35.53178558057051,0.014267725000081555,1400
5,(1280, 720),2764800,3,29.254908491019982,0.019270517999984804,1400
6,(1280, 720),2764800,3,30.72445153550518,0.01898839999989832,1400
7,(1280, 720),2764800,3,16.952214284636316,0.03082093500006522,1400
8,(1280, 720),2764800,3,24.483993112137675,0.02062187100000301,1540.0
9,(1280, 720),2764800,3,19.455682154544206,0.02429267799993795,1540.0
10,(1280, 720),2764800,3,18.943903521250697,0.026084723000167287,1540.0
11,(1280, 720),2764800,3,19.78185089163195,0.022411134000094535,1540.0
12,(1280, 720),2764800,3,20.373158852249794,0.02525318899984086,1540.0
13,(1280, 720),2764800,3,19.85709602554081,0.02658395200000996,1540.0
14,(1280, 720),2764800,3,21.80005780505742,0.020713323000109085,1540.0
15,(1280, 720),2764800,3,21.045749840268744,0.020785427999953754,1540.0
16,(1280, 720),2764800,3,20.774237120659464,0.02201586099999986,1540.0
17,(1280, 720),2764800,3,18.366390724506807,0.02692582500003482,1540.0
18,(1280, 720),2764800,3,20.397912689790086,0.026210789000060686,1540.0
19,(1280, 720),2764800,3,20.694959504571756,0.028333268000096723,1540.0
20,(1280, 720),2764800,3,20.61498159573832,0.026562914999885834,1540.0
21,(1280, 720),2764800,3,25.29887457946796,0.021889041000122234,1540.0
22,(1280, 720),2764800,3,19.755475417680067,0.025391226000010647,1540.0
22,(1280, 720),2764800,3,22.16524326277327,0.023851362000186782,1078.0
23,(1280, 720),2764800,3,18.21790520218234,0.028802583000015147,754.6
24,(1280, 720),2764800,3,25.512478727334965,0.023869842000067365,754.6
25,(1280, 720),2764800,3,21.829520785766633,0.023653986999988774,754.6
26,(1280, 720),2764800,3,20.133752950184473,0.02698610400011603,754.6
27,(1280, 720),2764800,3,21.128460511746265,0.028405702000100064,754.6
27,(1280, 720),2764800,3,20.76690433285029,0.02869031999989602,754.6
28,(1280, 720),2764800,3,26.550677729935384,0.019918604999929812,754.6
29,(1280, 720),2764800,3,17.985571399096386,0.026642232999847693,754.6
30,(1280, 720),2764800,3,22.580679469277644,0.025691644000062297,754.6
31,(1280, 720),2764800,3,21.6016598197388,0.029098308999891742,754.6
32,(1280, 720),2764800,3,21.12574935409281,0.023854239000002053,754.6
32,(1280, 720),2764800,3,19.250232326248693,0.02511717399988811,754.6
33,(1280, 720),2764800,3,20.523373526184677,0.02486643300017022,754.6
34,(1280, 720),2764800,3,22.457165091029818,0.02832365600011144,754.6
35,(1280, 720),2764800,3,21.521922305451298,0.02480987399985679,754.6
36,(1280, 720),2764800,3,24.921553180886058,0.023202693000030195,754.6
36,(1280, 720),2764800,3,20.050218579510528,0.028300163000039902,754.6
36,(1280, 720),2764800,3,21.276752377773015,0.03135728699999163,754.6
37,(1280, 720),2764800,3,25.000737521796243,0.027383021999867196,754.6
38,(1280, 720),2764800,3,21.876047862698186,0.0299713699998847,754.6
39,(1280, 720),2764800,3,22.578032955683337,0.02703186700000515,754.6
40,(1280, 720),2764800,3,22.223676638360185,0.02832669100007479,754.6
41,(1280, 720),2764800,3,23.800959997472322,0.022506125000063548,754.6
42,(1280, 720),2764800,3,21.286110636108027,0.027854300999933912,754.6
43,(1280, 720),2764800,3,24.996913506087548,0.02491169900008572,754.6
43,(1280, 720),2764800,3,21.192023788546436,0.029463394000003973,754.6
43,(1280, 720),2764800,3,29.863133674724597,0.018508330000031492,754.6
44,(1280, 720),2764800,3,17.442711811391973,0.028703364000193687,754.6
45,(1280, 720),2764800,3,22.72460826701528,0.026264964999882068,754.6
46,(1280, 720),2764800,3,21.277582662292655,0.032895859000063865,754.6
46,(1280, 720),2764800,3,25.001707616643245,0.0294437029999699,754.6
47,(1280, 720),2764800,3,21.738844994282914,0.02676253300001008,754.6
48,(1280, 720),2764800,3,22.226190832070003,0.02709764500013989,754.6
49,(1280, 720),2764800,3,21.734848197224803,0.030111000000033528,754.6
50,(1280, 720),2764800,3,19.60700734054726,0.03001845499989031,754.6
51,(1280, 720),2764800,3,28.980064034250184,0.01811820800003261,754.6
52,(1280, 720),2764800,3,20.626216044337962,0.02809881400003178,754.6
53,(1280, 720),2764800,3,20.831771818470887,0.027264679999916552,754.6
53,(1280, 720),2764800,3,21.212845727270036,0.023462751999886677,754.6
