Video,Frame,PSNR,SSIM,MSE,RMSE,MAE,NRMSE,Correlation,GMS,Edge_Similarity,LPIPS,VMAF
4Mbit_Loss5_Kombat,25,13.101689,0.370983,3183.548252,56.422941,42.751884,0.673225,0.305073,0.547151,0.130556,0.602670,6.809915
4Mbit_Loss5_Kombat,26,13.136022,0.367489,3158.480245,56.200358,42.550632,0.675508,0.303798,0.557508,0.129429,0.581531,4.796709
4Mbit_Loss5_Kombat,27,13.135384,0.352253,3158.944384,56.204487,42.528080,0.680449,0.298588,0.557589,0.127413,0.577562,4.997450
4Mbit_Loss5_Kombat,28,13.119564,0.345553,3170.471951,56.306944,42.580241,0.685850,0.292993,0.558741,0.130780,0.576973,4.380970
4Mbit_Loss5_Kombat,29,13.077865,0.339235,3201.060364,56.577914,42.781968,0.691349,0.283753,0.557442,0.131214,0.577119,1.555801
4Mbit_Loss5_Kombat,30,13.134914,0.337877,3159.286490,56.207531,42.615595,0.688644,0.287699,0.556774,0.130033,0.582331,0.858061
4Mbit_Loss5_Kombat,31,13.212903,0.329866,3103.059474,55.705112,42.237894,0.686145,0.296099,0.567104,0.123539,0.571719,2.626191
4Mbit_Loss5_Kombat,32,13.196077,0.334708,3115.105066,55.813126,42.283904,0.688558,0.297998,0.568214,0.127095,0.581998,4.850867
4Mbit_Loss5_Kombat,33,13.219870,0.343185,3098.085559,55.660449,42.119198,0.686601,0.300888,0.566741,0.130049,0.584575,5.400286
4Mbit_Loss5_Kombat,34,13.199958,0.352631,3112.321924,55.788188,42.238741,0.683799,0.303342,0.567322,0.133839,0.590830,5.840157
4Mbit_Loss5_Kombat,35,13.247959,0.357746,3078.112585,55.480741,42.039727,0.679099,0.310385,0.570071,0.138763,0.584828,5.890262
4Mbit_Loss5_Kombat,36,13.254744,0.346468,3073.306776,55.437413,42.071716,0.676920,0.311235,0.572544,0.131870,0.573544,5.209838
4Mbit_Loss5_Kombat,37,13.236773,0.336206,3086.050532,55.552232,42.166581,0.676598,0.310304,0.572027,0.130446,0.570250,5.731090
4Mbit_Loss5_Kombat,38,13.173673,0.336564,3131.216215,55.957271,42.413866,0.677953,0.311045,0.574079,0.131697,0.578423,5.360570
4Mbit_Loss5_Kombat,39,13.210463,0.334501,3104.803271,55.720762,42.307760,0.673421,0.315041,0.580961,0.131505,0.573151,5.012245
4Mbit_Loss5_Kombat,40,13.189933,0.331458,3119.515207,55.852620,42.399177,0.673745,0.314920,0.580371,0.131851,0.575104,4.811686
4Mbit_Loss5_Kombat,41,13.217465,0.333648,3099.801102,55.675857,42.258026,0.672146,0.318383,0.582086,0.133816,0.568411,5.292497
4Mbit_Loss5_Kombat,42,13.214439,0.334539,3101.961920,55.695259,42.299652,0.671473,0.317791,0.582631,0.134744,0.573707,5.370588
4Mbit_Loss5_Kombat,43,13.187888,0.336551,3120.984279,55.865770,42.362371,0.674028,0.318103,0.584531,0.137932,0.575215,5.279505
4Mbit_Loss5_Kombat,44,13.209295,0.334740,3105.637964,55.728251,42.280641,0.672192,0.316732,0.584017,0.136882,0.577721,5.231763
4Mbit_Loss5_Kombat,45,13.236815,0.334667,3086.021113,55.551968,42.137562,0.672171,0.314543,0.582632,0.137256,0.576336,5.700040
4Mbit_Loss5_Kombat,46,13.257334,0.340718,3071.475074,55.420890,42.056602,0.668780,0.311536,0.583039,0.142023,0.579397,6.125701
4Mbit_Loss5_Kombat,47,13.204678,0.349873,3108.941569,55.757883,42.234100,0.671570,0.308149,0.584622,0.149125,0.570850,6.741363
4Mbit_Loss5_Kombat,48,13.253268,0.348337,3074.352077,55.446840,42.117331,0.664361,0.315593,0.594212,0.145463,0.550798,5.999836
4Mbit_Loss5_Kombat,49,13.193207,0.319289,3117.163903,55.831567,42.463706,0.667882,0.301203,0.581209,0.134090,0.558761,5.433401
4Mbit_Loss5_Kombat,50,13.160229,0.298375,3140.924150,56.043948,42.772643,0.667062,0.307122,0.565161,0.126147,0.582577,5.409661
4Mbit_Loss5_Kombat,51,13.326645,0.333280,3022.845002,54.980406,41.932222,0.653031,0.330132,0.585121,0.134502,0.565829,6.941046
4Mbit_Loss5_Kombat,52,13.244463,0.321766,3080.590930,55.503071,42.323277,0.657728,0.330989,0.572530,0.132425,0.586696,9.093142
4Mbit_Loss5_Kombat,53,13.198059,0.296577,3113.683331,55.800388,42.623471,0.660873,0.326772,0.565337,0.124580,0.575818,7.587242
4Mbit_Loss5_Kombat,54,13.073136,0.275055,3204.547907,56.608726,43.228863,0.666305,0.318959,0.552226,0.120386,0.604943,8.400920
4Mbit_Loss5_Kombat,55,13.000428,0.271046,3258.648842,57.084576,43.553353,0.672637,0.295854,0.546857,0.119338,0.602937,10.366941
4Mbit_Loss5_Kombat,56,13.001638,0.276792,3257.741106,57.076625,43.510859,0.672683,0.287967,0.544994,0.117989,0.609220,11.378238
4Mbit_Loss5_Kombat,57,13.061734,0.278662,3212.972056,56.683084,43.193821,0.671972,0.294707,0.543586,0.119159,0.592094,13.204008
4Mbit_Loss5_Kombat,58,13.039924,0.277792,3229.147825,56.825591,43.272400,0.672300,0.300233,0.538901,0.121023,0.600521,15.090734
4Mbit_Loss5_Kombat,59,13.002468,0.276179,3257.118393,57.071170,43.299561,0.677836,0.298277,0.538028,0.121882,0.582293,14.179548
4Mbit_Loss5_Kombat,60,13.053594,0.281443,3219.000107,56.736233,43.138517,0.675739,0.310969,0.540136,0.121954,0.593623,12.498406
4Mbit_Loss5_Kombat,61,13.021773,0.281370,3242.672150,56.944465,43.155229,0.681104,0.317147,0.540391,0.125086,0.588967,14.482943
4Mbit_Loss5_Kombat,62,13.232112,0.310614,3089.364771,55.582054,42.276921,0.665146,0.344379,0.569973,0.132239,0.569365,12.706168
4Mbit_Loss5_Kombat,63,13.376536,0.323543,2988.317729,54.665508,41.610996,0.657143,0.358395,0.577094,0.134143,0.554786,13.871893
4Mbit_Loss5_Kombat,64,13.445038,0.318045,2941.552301,54.236079,41.380176,0.652643,0.361300,0.575342,0.126372,0.578134,14.940054
4Mbit_Loss5_Kombat,65,13.195842,0.281926,3115.273353,55.814634,42.637894,0.669335,0.353971,0.550708,0.115931,0.598002,13.746725
4Mbit_Loss5_Kombat,66,13.212967,0.274835,3103.013703,55.704701,42.411215,0.657408,0.372220,0.546089,0.113835,0.605793,12.736806
4Mbit_Loss5_Kombat,67,13.170091,0.274382,3133.799578,55.980350,42.508352,0.658383,0.368121,0.531553,0.111613,0.607535,14.968433
4Mbit_Loss5_Kombat,68,13.417377,0.342297,2960.347313,54.409074,41.160792,0.634305,0.401138,0.571545,0.130508,0.574932,15.029648
4Mbit_Loss5_Kombat,69,13.604452,0.370630,2835.536253,53.249754,40.263233,0.624851,0.415236,0.593173,0.142061,0.550340,13.667701
4Mbit_Loss5_Kombat,70,13.538164,0.357479,2879.147783,53.657691,40.579523,0.629630,0.404934,0.587754,0.141459,0.569080,13.655186
4Mbit_Loss5_Kombat,71,13.500652,0.357211,2904.123995,53.889925,40.730539,0.635605,0.400002,0.583931,0.142711,0.559835,14.550617
4Mbit_Loss5_Kombat,72,13.416133,0.357076,2961.195292,54.416866,41.163508,0.642798,0.392172,0.582560,0.143855,0.572631,13.824658
4Mbit_Loss5_Kombat,73,13.380235,0.358599,2985.773582,54.642233,41.376320,0.648396,0.389049,0.580579,0.146763,0.566395,13.951203
4Mbit_Loss5_Kombat,74,13.415172,0.358036,2961.850947,54.422890,41.174495,0.648742,0.387951,0.579120,0.145464,0.565372,13.849613
4Mbit_Loss5_Kombat,75,13.297312,0.357989,3043.331070,55.166394,41.595735,0.661490,0.379967,0.573460,0.147043,0.561298,14.757617
4Mbit_Loss5_Kombat,76,13.325761,0.364403,3023.460146,54.986000,41.496732,0.657871,0.382184,0.571747,0.144369,0.571614,12.742289
4Mbit_Loss5_Kombat,77,13.149305,0.341929,3148.834336,56.114475,42.198183,0.674339,0.353816,0.563764,0.140170,0.582210,12.025211
4Mbit_Loss5_Kombat,78,13.163197,0.341383,3138.778595,56.024803,42.063862,0.674110,0.346358,0.575416,0.138712,0.569924,11.145446
4Mbit_Loss5_Kombat,79,13.066534,0.330880,3209.422642,56.651766,42.465606,0.686126,0.336449,0.565583,0.137461,0.575176,12.412622
4Mbit_Loss5_Kombat,80,12.900146,0.313802,3334.768988,57.747459,43.559187,0.700262,0.303434,0.565489,0.131563,0.587234,11.107992
4Mbit_Loss5_Kombat,81,12.908379,0.292553,3328.453176,57.692748,43.551871,0.695397,0.329518,0.555988,0.125333,0.596105,12.137984
4Mbit_Loss5_Kombat,82,12.557968,0.257121,3608.141519,60.067808,45.644430,0.706805,0.294687,0.509058,0.106424,0.655609,12.605738
4Mbit_Loss5_Kombat,83,12.713108,0.267615,3481.525698,59.004455,44.393617,0.684142,0.328970,0.506954,0.113073,0.627691,13.173386
4Mbit_Loss5_Kombat,84,12.715314,0.265702,3479.757460,58.989469,44.666740,0.667672,0.317103,0.486359,0.101590,0.668618,12.684873
4Mbit_Loss5_Kombat,85,12.808897,0.285752,3405.576558,58.357318,43.332837,0.674541,0.310463,0.514951,0.099183,0.646497,16.303603
4Mbit_Loss5_Kombat,86,12.929529,0.304304,3312.282945,57.552436,42.744169,0.679186,0.319469,0.533910,0.106778,0.621281,17.939737
4Mbit_Loss5_Kombat,87,12.883328,0.285615,3347.707796,57.859380,43.527347,0.692186,0.282628,0.516357,0.096622,0.646116,12.063695
4Mbit_Loss5_Kombat,88,12.841170,0.279869,3380.363391,58.140893,44.157712,0.699294,0.262877,0.512432,0.095242,0.652988,6.873265
4Mbit_Loss5_Kombat,89,12.868204,0.278458,3359.386780,57.960217,43.914245,0.707635,0.263048,0.512337,0.091095,0.645970,8.555283
4Mbit_Loss5_Kombat,90,12.651284,0.265402,3531.441348,59.425932,44.835759,0.734584,0.240846,0.493483,0.089208,0.669315,12.970817
4Mbit_Loss5_Kombat,91,12.563509,0.260695,3603.541004,60.029501,45.256478,0.751276,0.245512,0.483268,0.087176,0.674827,11.993421
4Mbit_Loss5_Kombat,92,12.560714,0.266907,3605.860870,60.048821,45.207997,0.759393,0.242139,0.503170,0.088448,0.666559,11.652969
4Mbit_Loss5_Kombat,93,12.472809,0.262507,3679.590313,60.659627,45.475683,0.766287,0.250302,0.486069,0.088684,0.674894,11.932899
4Mbit_Loss5_Kombat,94,12.534119,0.265537,3628.009476,60.232960,45.321094,0.756644,0.258012,0.509921,0.086659,0.657771,10.760831
4Mbit_Loss5_Kombat,95,12.391503,0.259329,3749.126148,61.230108,45.870312,0.760553,0.262888,0.496994,0.088990,0.673900,11.073873
