frame_id,rate_ctl
5,['Rate Rise', 0.1, 7700.0, 'Ack']
27,['Rate Decrease', 0.3, 3773.0, 'Ack']
45,['Rate Decrease', 0.3, 3773.0, 'Ack']
57,['Rate Decrease', 0.3, 3773.0, 'Ack']
73,['Rate Decrease', 0.3, 3773.0, 'Ack']
91,['Rate Decrease', 0.3, 3773.0, 'Ack']
106,['Rate Decrease', 0.3, 3773.0, 'Ack']
