Video,Frame,PSNR,SSIM,MSE,RMSE,MAE,NRMSE,Correlation,GMS,Edge_Similarity,LPIPS,VMAF
4Mbit_Loss10_Forza,20,11.876879,0.369920,4220.777366,64.967510,53.373267,1.013548,0.205336,0.471875,0.082860,0.667436,0.000000
4Mbit_Loss10_Forza,21,12.056094,0.357596,4050.148187,63.640775,52.848978,0.992810,0.204317,0.488649,0.070515,0.640524,0.000000
4Mbit_Loss10_Forza,22,12.137056,0.359739,3975.344726,63.050335,52.630355,0.983691,0.220297,0.480475,0.070053,0.641274,0.000000
4Mbit_Loss10_Forza,23,12.120255,0.347600,3990.752910,63.172406,52.910020,0.992806,0.202677,0.479489,0.070191,0.649677,0.000000
4Mbit_Loss10_Forza,24,12.042912,0.331515,4062.460612,63.737435,53.637108,1.017272,0.186251,0.485667,0.066933,0.659901,0.000000
4Mbit_Loss10_Forza,25,12.035210,0.324716,4069.671780,63.793979,53.849172,1.028149,0.180673,0.486744,0.069797,0.660557,0.000000
4Mbit_Loss10_Forza,26,11.979805,0.319656,4121.922903,64.202203,53.995552,1.034760,0.209312,0.480527,0.060660,0.684029,0.000000
4Mbit_Loss10_Forza,27,11.917594,0.313104,4181.393058,64.663692,54.552130,1.042062,0.209422,0.476575,0.061090,0.689726,4.497498
4Mbit_Loss10_Forza,28,11.154886,0.284871,4984.157425,70.598565,59.996643,1.137828,0.257204,0.430809,0.046895,0.747542,0.000000
4Mbit_Loss10_Forza,29,11.090487,0.282167,5058.614865,71.123940,60.486333,1.146279,0.259454,0.432745,0.047796,0.739739,6.752176
4Mbit_Loss10_Forza,30,11.070688,0.281413,5081.729897,71.286253,60.492372,1.149086,0.255336,0.425812,0.045612,0.752344,7.495361
4Mbit_Loss10_Forza,31,10.986724,0.274905,5180.932427,71.978694,61.053169,1.187270,0.242675,0.424790,0.047499,0.760909,0.000000
4Mbit_Loss10_Forza,32,10.920737,0.270001,5260.253249,72.527603,61.553216,1.223595,0.228518,0.418067,0.049084,0.766113,0.000000
4Mbit_Loss10_Forza,33,10.668327,0.214422,5575.035966,74.666163,65.374095,1.460899,0.268744,0.387710,0.051379,0.799418,0.000000
4Mbit_Loss10_Forza,34,10.749381,0.206468,5471.952255,73.972645,65.045090,1.436616,0.302261,0.381581,0.051811,0.782408,2.249977
4Mbit_Loss10_Forza,35,10.699674,0.200573,5534.940022,74.397178,65.424205,1.445106,0.298448,0.376629,0.042808,0.821734,0.000000
4Mbit_Loss10_Forza,36,10.707530,0.203327,5524.937206,74.329921,65.366772,1.442928,0.303280,0.363108,0.046352,0.811967,1.876052
4Mbit_Loss10_Forza,37,10.790887,0.199824,5419.904573,73.620001,64.482606,1.429144,0.278839,0.354700,0.047175,0.801335,15.421182
4Mbit_Loss10_Forza,38,10.663926,0.190285,5580.687992,74.704003,65.519164,1.467315,0.241415,0.344098,0.047188,0.798563,14.079049
4Mbit_Loss10_Forza,39,10.531019,0.174089,5754.113691,75.855874,66.581635,1.635784,0.180670,0.334535,0.044217,0.800166,2.498263
4Mbit_Loss10_Forza,40,10.423538,0.188242,5898.296293,76.800366,66.914148,1.743000,0.107328,0.328607,0.050136,0.785726,0.000000
4Mbit_Loss10_Forza,41,10.330135,0.180578,6026.524182,77.630691,67.725417,1.754082,0.066341,0.327699,0.046338,0.790932,0.000000
4Mbit_Loss10_Forza,42,10.245561,0.176761,6145.034104,78.390268,68.465933,1.763131,0.053917,0.326758,0.041564,0.799241,0.000000
4Mbit_Loss10_Forza,43,10.151940,0.175690,6278.940352,79.239765,69.017535,1.795295,0.043678,0.322162,0.044511,0.808342,0.000000
4Mbit_Loss10_Forza,44,10.115396,0.175696,6331.997744,79.573851,69.449218,1.829427,0.027891,0.322681,0.042081,0.813757,0.000000
4Mbit_Loss10_Forza,45,10.126384,0.177393,6315.997067,79.473247,69.249489,1.898299,0.020401,0.322788,0.040051,0.814276,0.000000
4Mbit_Loss10_Forza,46,10.188057,0.182910,6226.939060,78.910957,68.550589,1.945815,0.013962,0.321243,0.039910,0.806741,0.000000
4Mbit_Loss10_Forza,47,10.256809,0.195656,6129.138425,78.288814,67.700660,1.798899,0.001459,0.323908,0.038856,0.799824,0.000000
4Mbit_Loss10_Forza,48,10.256943,0.203079,6128.949606,78.287608,67.610082,1.702005,-0.032388,0.329822,0.039347,0.792794,0.000000
4Mbit_Loss10_Forza,49,10.275146,0.214662,6103.314929,78.123716,66.808598,1.605048,-0.026835,0.338109,0.037444,0.795032,0.000000
4Mbit_Loss10_Forza,50,10.236298,0.207331,6158.154737,78.473911,67.201628,1.612138,-0.039847,0.330852,0.033555,0.811386,0.000000
4Mbit_Loss10_Forza,51,10.285878,0.211994,6088.251434,78.027248,66.696137,1.527222,-0.080913,0.339894,0.032597,0.810065,0.000000
4Mbit_Loss10_Forza,52,10.403558,0.211461,5925.493433,76.977227,65.610208,1.458866,-0.089512,0.329512,0.028789,0.819239,0.000000
4Mbit_Loss10_Forza,53,10.570882,0.216274,5701.540028,75.508543,64.232056,1.387878,-0.122646,0.330230,0.027750,0.804440,0.000000
4Mbit_Loss10_Forza,54,10.559375,0.212466,5716.665981,75.608637,64.457849,1.389588,-0.131802,0.327650,0.029653,0.792459,0.000000
4Mbit_Loss10_Forza,55,10.551943,0.213604,5726.458300,75.673366,64.580708,1.390614,-0.137541,0.327248,0.031280,0.784160,0.000000
4Mbit_Loss10_Forza,56,10.515880,0.212129,5774.207482,75.988206,65.020235,1.396717,-0.156493,0.324948,0.030452,0.783095,0.000000
4Mbit_Loss10_Forza,57,10.469745,0.210012,5835.874056,76.392893,65.599950,1.403755,-0.181172,0.332635,0.035570,0.776260,0.000000
4Mbit_Loss10_Forza,58,10.538807,0.223945,5743.805110,75.787896,64.913166,1.338366,-0.185938,0.344813,0.035849,0.762433,0.000000
4Mbit_Loss10_Forza,59,10.633950,0.251035,5619.340685,74.962262,63.959631,1.250161,-0.194718,0.372354,0.035433,0.758268,0.000000
