# Frame ID, Received Frame ID, Gap, Received Time, Send Time, Server FPS, Received FPS, Server CPS, Received CPS, FPS Ratio, CPS Ratio, Bitrate
15,0,15,29849.072518684,29849.055306588,10.16305152700351,3.0410229217758933,1.429643414006975,0.0,3.341984519165841,0.0,5000 
16,1,15,29849.160295885,29849.055369563,11.391678922938858,3.0410229217758933,11.392479921640183,0.0,3.7460023209185014,0.0,4000.0 
17,0,17,29849.22436984,29849.157180399,15.685022659992056,9.012935969738823,15.60696541990213,0.0,1.7402789404756613,0.0,4000.0 
18,1,17,29849.268495917,29849.1572269,22.506417255070694,9.012935969738823,22.662336378413706,0.0,2.4971238374084317,0.0,3200.0 
82,0,82,29852.435969236,29852.412919315,9.988289429767113,0.30781623365541166,0.3157090523860662,0.0,32.44887155934932,0.0,3200.0 
83,1,82,29852.543172611,29852.41297259,9.331176015139386,0.30781623365541166,9.328064531655757,0.0,30.314112755941505,0.0,2560.0 
84,1,83,29852.64715902,29852.55749893,9.99760497394839,7.138358447366597,9.616641343812557,0.0,1.4005467850436388,0.0,2560.0 
91,0,91,29853.141339954,29853.122185205,9.857046604488103,2.275704302547386,2.0235503460440185,0.0,4.331426799806234,0.0,2560.0 
92,1,91,29853.222827561,29853.122227035,12.292674064458959,2.275704302547386,12.271804717514572,0.0,5.401700937463071,0.0,2048.0 
