# Frame ID, Current Server FPS, Processing Time, Bitrate
1,26.37088519277036,0.016452143998321844,5000
2,21.001793531296673,0.015555030000541592,5000
3,23.45536180832048,0.015138849001232302,5000
4,26.71143717309964,0.011336166000546655,5000
5,23.61277931976518,0.014225940001779236,5000
6,26.818512370332005,0.011393732998840278,5000
7,19.338821922038733,0.012792738001735415,5000
8,22.61734421030225,0.01452838000113843,5000
9,23.632191782475374,0.014352129997860175,5000
10,25.38693883571681,0.01118882599985227,5000
11,23.441866046572077,0.011193857000762364,5000
12,23.345981018939312,0.011164346000441583,5000
13,23.921781325617538,0.015013420998002402,5000
14,24.387687953928896,0.015371912999398774,5000
15,10.16305152700351,0.034434559998771874,5000
16,11.391678922938858,0.028426270000636578,4000.0
17,15.685022659992056,0.01565371400283766,4000.0
18,22.506417255070694,0.012168158002168639,3200.0
19,19.891601909269077,0.015619386998878326,3200.0
20,23.32311415493603,0.01198255000053905,3200.0
21,20.21033420259938,0.01717225500033237,3200.0
22,21.27543917628577,0.0172610049994546,3200.0
23,22.22170322228587,0.016208831999392714,3200.0
24,22.27373940165559,0.01540292899881024,3200.0
25,22.396745627698866,0.015247958999680122,3200.0
26,21.921858657177978,0.013793195998005103,3200.0
27,22.441965972957448,0.012792822002666071,3200.0
28,18.942786420437173,0.021038924001913983,3200.0
29,21.479001055260934,0.01519170900064637,3200.0
30,22.308279633399007,0.015669421998609323,3200.0
31,23.305419809127763,0.015177889999904437,3200.0
32,22.62544741641307,0.015179976999206701,3200.0
33,22.22485907888209,0.01468272099737078,3200.0
34,21.00804851850763,0.016898264999326784,3200.0
35,22.48395696610994,0.014135825000266777,3200.0
36,21.76805971350642,0.012838705999456579,3200.0
37,21.744146242001936,0.01829813299991656,3200.0
38,26.217919359920945,0.01469460700172931,3200.0
39,22.668853032503396,0.01658794199829572,3200.0
40,21.31883834209136,0.013807216000714106,3200.0
41,18.2214850298229,0.019301034000818618,3200.0
42,23.61248270191327,0.01215876799687976,3200.0
43,20.574714741095825,0.015306519999285229,3200.0
44,23.956727632509374,0.011879162000695942,3200.0
45,20.733703569024733,0.015607874000124866,3200.0
46,22.121773638794533,0.015673899000830716,3200.0
47,22.739192714724904,0.011825927002064418,3200.0
48,21.2728720866863,0.014366177001647884,3200.0
49,23.053342877065027,0.01179333500112989,3200.0
50,20.655207556833094,0.011965662000875454,3200.0
51,20.909936449909143,0.014096378999965964,3200.0
52,22.266112193654255,0.013663890997122508,3200.0
53,18.824270334653946,0.016284014000120806,3200.0
54,20.70085304870589,0.014447843001107685,3200.0
55,19.151061408124303,0.014234828999178717,3200.0
56,21.686376909402306,0.012020497997582424,3200.0
57,19.78127175256838,0.018088451000949135,3200.0
58,22.589302402140188,0.015088864998688223,3200.0
59,19.315479494332706,0.018575022000732133,3200.0
60,21.677313335452165,0.014318880999780959,3200.0
61,20.522214424961536,0.014362640999024734,3200.0
62,19.090317724051587,0.015150325001741294,3200.0
63,17.294531369229354,0.015351497000665404,3200.0
64,17.632846749158816,0.01489735799987102,3200.0
65,17.46019651410634,0.01713063899660483,3200.0
66,20.81076622396287,0.011661608001304558,3200.0
67,18.583167638695333,0.015184141000645468,3200.0
68,19.684167144375913,0.011796859998867149,3200.0
69,18.768833585346115,0.01574858599997242,3200.0
70,19.97681690507241,0.012402964999637334,3200.0
71,19.053326698083783,0.011760862998926314,3200.0
72,15.755636630407386,0.019193817999621388,3200.0
73,18.53186592278528,0.019460048999462742,3200.0
74,19.013216353466667,0.0169284420007898,3200.0
75,22.720022973265632,0.01427231400157325,3200.0
76,20.132973053683717,0.012070509998011403,3200.0
77,18.359848288981812,0.013437830999464495,3200.0
78,18.458766125088495,0.014037382999958936,3200.0
79,18.27232966858502,0.014276770001742989,3200.0
80,18.552978614587346,0.014268230999732623,3200.0
81,19.161188690904954,0.013421261999610579,3200.0
82,9.988289429767113,0.027490680000482826,3200.0
83,9.331176015139386,0.034594447002746165,2560.0
84,9.99760497394839,0.032681828997738194,2560.0
85,10.644095507299143,0.029710749000514625,2560.0
86,12.809770350191657,0.018505949999962468,2560.0
87,18.236373785757817,0.014348128999699838,2560.0
88,16.97328913520641,0.015347283999290084,2560.0
89,17.799131672837937,0.013740434998908313,2560.0
90,18.266963486783865,0.012646998002310283,2560.0
91,9.857046604488103,0.031745797001349274,2560.0
92,12.292674064458959,0.014681365999422269,2048.0
93,16.09754986450091,0.018915682998340344,2048.0
94,17.38487466514479,0.015555728001345415,2048.0
95,17.170019230093864,0.015091909001057502,2048.0
96,15.020657008139192,0.017812943002354586,2048.0
97,19.313031977074335,0.01294983899788349,2048.0
98,17.176784530871338,0.015465047999896342,2048.0
99,17.841615236163467,0.01908142200045404,2048.0
100,17.240087789172378,0.02044825000120909,2048.0
