ID,command,encrypted_cmd
249,{'axes': {'0': 0.045654296875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.003265380859375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e503673473b7501a3851622abd070ee626305a717d0c7ce8c008ae2b96ab3ec68ba0f5075b4c77e0bb33c703e3
253,{'axes': {'0': 0.045654296875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.003265380859375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e503673473b7501a3851622abd070ee626305a717d0c7ce8c008ae2b96ab3ec68ba0f5075b4c77e0bb33c703e3
256,{'axes': {'0': 0.045654296875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.003265380859375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e503673473b7501a3851622abd070ee626305a717d0c7ce8c008ae2b96ab3ec68ba0f5075b4c77e0bb33c703e3
260,{'axes': {'0': 0.045654296875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.003265380859375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e503673473b7501a3851622abd070ee626305a717d0c7ce8c008ae2b96ab3ec68ba0f5075b4c77e0bb33c703e3
265,{'axes': {'0': 0.045654296875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.003265380859375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e503673473b7501a3851622abd070ee626305a717d0c7ce8c008ae2b96ab3ec68ba0f5075b4c77e0bb33c703e3
268,{'axes': {'0': 0.045654296875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.003265380859375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e503673473b7501a3851622abd070ee626305a717d0c7ce8c008ae2b96ab3ec68ba0f5075b4c77e0bb33c703e3
272,{'axes': {'0': 0.045654296875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.003265380859375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e503673473b7501a3851622abd070ee626305a717d0c7ce8c008ae2b96ab3ec68ba0f5075b4c77e0bb33c703e3
276,{'axes': {'0': 0.045654296875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.003265380859375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e503673473b7501a3851622abd070ee626305a717d0c7ce8c008ae2b96ab3ec68ba0f5075b4c77e0bb33c703e3
281,{'axes': {'0': 0.045654296875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.003265380859375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e503673473b7501a3851622abd070ee626305a717d0c7ce8c008ae2b96ab3ec68ba0f5075b4c77e0bb33c703e3
285,{'axes': {'0': 0.045654296875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.003265380859375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e503673473b7501a3851622abd070ee626305a717d0c7ce8c008ae2b96ab3ec68ba0f5075b4c77e0bb33c703e3
289,{'axes': {'0': 0.045654296875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.003265380859375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e503673473b7501a3851622abd070ee626305a717d0c7ce8c008ae2b96ab3ec68ba0f5075b4c77e0bb33c703e3
293,{'axes': {'0': 0.045654296875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.003265380859375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e503673473b7501a3851622abd070ee626305a717d0c7ce8c008ae2b96ab3ec68ba0f5075b4c77e0bb33c703e3
297,{'axes': {'0': 0.045654296875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.003265380859375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e503673473b7501a3851622abd070ee626305a717d0c7ce8c008ae2b96ab3ec68ba0f5075b4c77e0bb33c703e3
301,{'axes': {'0': 0.045654296875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.003265380859375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e503673473b7501a3851622abd070ee626305a717d0c7ce8c008ae2b96ab3ec68ba0f5075b4c77e0bb33c703e3
305,{'axes': {'0': 0.0487060546875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d4e8a5994e49abb9876908e2c8de072ba2a688f4dbcfd84ce6f45286b44c13017dc55c7d5544df8f01d4510a51
305,{'axes': {'0': 0.0487060546875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d4e8a5994e49abb9876908e2c8de072ba2a688f4dbcfd84ce6f45286b44c13017dc55c7d5544df8f01d4510a51
309,{'axes': {'0': 0.0487060546875, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d4e8a5994e49abb9876908e2c8de072ba2a688f4dbcfd84ce6f45286b44c13017dc55c7d5544df8f01d4510a51
314,{'axes': {'0': 0.051666259765625, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6a6244f6fc9fc579edbf7b5a49617ab9fad38e0173f89156d672aa32bd3530655909a82d5bc50d64bec8ed164d
314,{'axes': {'0': 0.051666259765625, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6a6244f6fc9fc579edbf7b5a49617ab9fad38e0173f89156d672aa32bd3530655909a82d5bc50d64bec8ed164d
318,{'axes': {'0': 0.051666259765625, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6a6244f6fc9fc579edbf7b5a49617ab9fad38e0173f89156d672aa32bd3530655909a82d5bc50d64bec8ed164d
322,{'axes': {'0': 0.051666259765625, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6a6244f6fc9fc579edbf7b5a49617ab9fad38e0173f89156d672aa32bd3530655909a82d5bc50d64bec8ed164d
326,{'axes': {'0': 0.051666259765625, '1': 0.015106201171875, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},6a6244f6fc9fc579edbf7b5a49617ab9fad38e0173f89156d672aa32bd3530655909a82d5bc50d64bec8ed164d
330,{'axes': {'0': -1.0, '1': 0.399932861328125, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},566db0054ca702a76881a9b88632f866d4d48e5b71bfe9a69294a48ab4163d403991d09b0a56e94a0d838132cf
330,{'axes': {'0': -1.0, '1': 0.399932861328125, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},566db0054ca702a76881a9b88632f866d4d48e5b71bfe9a69294a48ab4163d403991d09b0a56e94a0d838132cf
335,{'axes': {'0': -1.0, '1': 0.436248779296875, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b83c85c078f2e30e914b2d0820c5418e20f74484499f578213f14bbd6e5776f9163004f70c1ca4d041c21c97f2
335,{'axes': {'0': -1.0, '1': 0.436248779296875, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b83c85c078f2e30e914b2d0820c5418e20f74484499f578213f14bbd6e5776f9163004f70c1ca4d041c21c97f2
339,{'axes': {'0': -0.31585693359375, '1': 0.295166015625, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3a8cb17acb26a384524ab4dc21a8780a394bac0efb63287897a1c8079a725aa02c98cbec5bf73a4d1c58b2e724
339,{'axes': {'0': -0.31585693359375, '1': 0.295166015625, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3a8cb17acb26a384524ab4dc21a8780a394bac0efb63287897a1c8079a725aa02c98cbec5bf73a4d1c58b2e724
343,{'axes': {'0': -1.0, '1': 0.384124755859375, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},27177691e198fb3cb47750d2e8c9a5ba8dcd5132c43237a5bd401c5d1678d5fd8dcb760b0c3fad931d652302c7
343,{'axes': {'0': -1.0, '1': 0.384124755859375, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},27177691e198fb3cb47750d2e8c9a5ba8dcd5132c43237a5bd401c5d1678d5fd8dcb760b0c3fad931d652302c7
347,{'axes': {'0': 0.0789794921875, '1': 0.056549072265625, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},34ffd6fd7c7dd924e7b793900947667fd9b17338777f45fba3d0b054106111a356a7790788c3ca5eb2f03ba774
347,{'axes': {'0': 0.0789794921875, '1': 0.056549072265625, '2': -1.0, '3': 0.064361572265625, '4': -0.000640869140625, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},34ffd6fd7c7dd924e7b793900947667fd9b17338777f45fba3d0b054106111a356a7790788c3ca5eb2f03ba774
351,{'axes': {'0': 0.999969482421875, '1': -0.135406494140625, '2': -1.0, '3': 0.064361572265625, '4': 0.01654052734375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},122d15a67cdcaff9ac8e39e4dedb9815c1ef0914e91cdbb8bc5e877aee39965b8a47baa9eea2333f90d26122da
351,{'axes': {'0': 0.999969482421875, '1': -0.135406494140625, '2': -1.0, '3': 0.064361572265625, '4': 0.01654052734375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},122d15a67cdcaff9ac8e39e4dedb9815c1ef0914e91cdbb8bc5e877aee39965b8a47baa9eea2333f90d26122da
355,{'axes': {'0': 0.999969482421875, '1': -0.199066162109375, '2': -1.0, '3': 0.064361572265625, '4': 0.056976318359375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},193d9647b9932d517cbc4c6c1bfd4ac73c7f96d6536fbffa34e8eba8e445805fc7fa560efd404ac6014f65f9d7
355,{'axes': {'0': 0.999969482421875, '1': -0.199066162109375, '2': -1.0, '3': 0.064361572265625, '4': 0.056976318359375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},193d9647b9932d517cbc4c6c1bfd4ac73c7f96d6536fbffa34e8eba8e445805fc7fa560efd404ac6014f65f9d7
359,{'axes': {'0': 0.3743896484375, '1': -0.199066162109375, '2': -1.0, '3': 0.064361572265625, '4': 0.056976318359375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d72b17a6fb6f4df633eb2f389fd03d7578f25579444430478c3b6a6fdf04b0c869a99deaeb4d8183f064fa39d9
359,{'axes': {'0': 0.3743896484375, '1': -0.199066162109375, '2': -1.0, '3': 0.064361572265625, '4': 0.056976318359375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d72b17a6fb6f4df633eb2f389fd03d7578f25579444430478c3b6a6fdf04b0c869a99deaeb4d8183f064fa39d9
364,{'axes': {'0': 0.121124267578125, '1': -0.004669189453125, '2': -1.0, '3': 0.064361572265625, '4': 0.0516357421875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},59af64520decf4439eb5190bd0624735b5e0330d989c02f909542a9f85880b8921a2c77b024886d9cb8f5b04ca
364,{'axes': {'0': 0.121124267578125, '1': -0.004669189453125, '2': -1.0, '3': 0.064361572265625, '4': 0.0516357421875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},59af64520decf4439eb5190bd0624735b5e0330d989c02f909542a9f85880b8921a2c77b024886d9cb8f5b04ca
368,{'axes': {'0': 0.115325927734375, '1': 0.006561279296875, '2': -1.0, '3': 0.064361572265625, '4': 0.0516357421875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},73439f6827249f94f006a6028703ba83b44f929bbb76e6c45b2e39c7e8124417d117f3540e08e0ee8a0d8ea6d2
368,{'axes': {'0': 0.115325927734375, '1': 0.006561279296875, '2': -1.0, '3': 0.064361572265625, '4': 0.0516357421875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},73439f6827249f94f006a6028703ba83b44f929bbb76e6c45b2e39c7e8124417d117f3540e08e0ee8a0d8ea6d2
372,{'axes': {'0': 0.115325927734375, '1': 0.006561279296875, '2': -1.0, '3': 0.064361572265625, '4': 0.0516357421875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},73439f6827249f94f006a6028703ba83b44f929bbb76e6c45b2e39c7e8124417d117f3540e08e0ee8a0d8ea6d2
376,{'axes': {'0': -0.80859375, '1': 0.143798828125, '2': -1.0, '3': 0.064361572265625, '4': 0.0516357421875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d5ab07aae1ca316148d2631b1a9c98fedd18fccce3eee7e2d7f4f22f06869520302728e5f3310aa8e5cac8e634
376,{'axes': {'0': -0.80859375, '1': 0.143798828125, '2': -1.0, '3': 0.064361572265625, '4': 0.0516357421875, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},d5ab07aae1ca316148d2631b1a9c98fedd18fccce3eee7e2d7f4f22f06869520302728e5f3310aa8e5cac8e634
380,{'axes': {'0': -0.88092041015625, '1': 0.32965087890625, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},af2d0b41ec0f4d442651763629fdc24a5dca6ec5a8d4be2cb844ec85ff9a5c807bd5887b15a3bde742d1932baa
380,{'axes': {'0': -0.88092041015625, '1': 0.32965087890625, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},af2d0b41ec0f4d442651763629fdc24a5dca6ec5a8d4be2cb844ec85ff9a5c807bd5887b15a3bde742d1932baa
384,{'axes': {'0': 0.033477783203125, '1': 0.06396484375, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5d0ffb93a89d1fabe61630050c74cc7540710737c164f12559db10ea92f655fd1c84b7fe20b4db7d59839244c7
384,{'axes': {'0': 0.033477783203125, '1': 0.06396484375, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},5d0ffb93a89d1fabe61630050c74cc7540710737c164f12559db10ea92f655fd1c84b7fe20b4db7d59839244c7
388,{'axes': {'0': -1.0, '1': 0.355682373046875, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},dfd04df7f83e2d0993071b751d75b7ba3cb79ddb629df6676bea61a6299d6800a658be6031e0407406f7534aa3
388,{'axes': {'0': -1.0, '1': 0.355682373046875, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},dfd04df7f83e2d0993071b751d75b7ba3cb79ddb629df6676bea61a6299d6800a658be6031e0407406f7534aa3
392,{'axes': {'0': 0.026336669921875, '1': 0.054931640625, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b8ab3a6536a836c01234ac2974a2be6c1b02934b0b9ba13ce02982f99e5d493da5cc05be81d9e9499d1e0188bc
392,{'axes': {'0': 0.026336669921875, '1': 0.054931640625, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b8ab3a6536a836c01234ac2974a2be6c1b02934b0b9ba13ce02982f99e5d493da5cc05be81d9e9499d1e0188bc
397,{'axes': {'0': 0.0362548828125, '1': 0.048919677734375, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f62f5269a328d7357adb5c886016b242a9118c42d6946b8ad7bd2a90bf487a55fb56da84951c2a8fd1d3892f8b
397,{'axes': {'0': 0.0362548828125, '1': 0.048919677734375, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f62f5269a328d7357adb5c886016b242a9118c42d6946b8ad7bd2a90bf487a55fb56da84951c2a8fd1d3892f8b
401,{'axes': {'0': 0.039306640625, '1': 0.048919677734375, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},75d1f31080e015e9efb72dc9dac179c01a360d3d94c1fc0086801b2a91c5d835589a77f988e57831577209afde
401,{'axes': {'0': 0.039306640625, '1': 0.048919677734375, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},75d1f31080e015e9efb72dc9dac179c01a360d3d94c1fc0086801b2a91c5d835589a77f988e57831577209afde
405,{'axes': {'0': 0.042205810546875, '1': 0.048919677734375, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8c6f25e550dc176f8901c24f0187b1fb8688eb83a99b8d0cdc67e1ce7f6b42d615e0c4ac7f7ba5492b3d672f17
405,{'axes': {'0': 0.042205810546875, '1': 0.048919677734375, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8c6f25e550dc176f8901c24f0187b1fb8688eb83a99b8d0cdc67e1ce7f6b42d615e0c4ac7f7ba5492b3d672f17
409,{'axes': {'0': 0.045135498046875, '1': 0.048919677734375, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cde5ff5eca2ecb9de7b6d64005057793fb44c67ca6fe0f48af8c7c31bb3fafa9494aeb111ee72b79ac09751c58
409,{'axes': {'0': 0.045135498046875, '1': 0.048919677734375, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},cde5ff5eca2ecb9de7b6d64005057793fb44c67ca6fe0f48af8c7c31bb3fafa9494aeb111ee72b79ac09751c58
414,{'axes': {'0': -1.0, '1': 0.3265380859375, '2': -1.0, '3': 0.064361572265625, '4': 0.048675537109375, '5': 0.999969482421875, '6': 0, '7': 0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e9f67d5bf3aca233df8837f0006d557d73d0b8439ff31749079d752766b2884b764a054a57532ee45e5803dd93
