frame_id,frame_timestamp,cmd_timestamp
10,1976.021301007,1976.088240534
14,1976.314597387,1976.383529117
18,1976.59514355,1976.657158385
22,1976.87229521,1976.939527681
22,1976.946523358,1976.990277375
27,1977.261433745,1977.330192009
27,1977.330578515,1977.374604427
30,1977.508758501,1977.571116197
35,1977.884245861,1977.951364028
39,1978.223614849,1978.280938498
43,1978.464244411,1978.513563664
47,1978.771791841,1978.829968656
47,1978.830404731,1978.869781307
51,1979.044391734,1979.101394283
55,1979.340417854,1979.398396244
59,1979.589180847,1979.651840879
63,1979.912549357,1979.992828002
80,1980.429342277,1980.506302609
80,1980.510321119,1980.560239818
84,1980.784713267,1980.856484019
88,1981.142684649,1981.22387666
92,1981.441793948,1981.518172312
96,1981.850649499,1981.928338938
100,1982.198987127,1982.267666308
104,1982.38626354,1982.419666024
108,1982.55035797,1982.584682925
112,1982.71525278,1982.749769929
117,1982.917827531,1982.953024725
